ENTREZ GENE ID	GENE SYMBOL	number of EXPERIMENT	Chronic lymphocytic leukemia cells	Prostate cancer cells	Colorectal cancer cells	Osteosarcoma cells	Ovarian cancer cells 	Neuroblastoma cells	Breast cancer cells	Brain cancer cells	Kidney cancer cells	Leukemia cells	Ovarian cancer cells	Glioblastoma cells	Placenta choriocarcinoma cells	Bladder cancer cells	Astrocytoma cells	Duodenal cancer cells	Lung cancer cells	Squamous carcinoma cells	Cervix carcinoma cells	Osteoblasts	Glioma cells	Nasopharyngeal carcinoma cells	Mesothelioma cells	Cholangiocarcinoma cells	Transitional carcinoma cells	Pancreatic adenocarcinoma cells	Stomach cancer cells	Hepatoma cells	Epidermoid carcinoma cells	Monocytic leukemia cells	Myeloid leukemia cells	Testicular cancer cells	Pancreatic cancer cells
1675	CFD	17	0	0	1	0	0	0	1	1	3	4	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1678	TIMM8A	17	0	0	3	0	0	0	3	2	4	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1870	E2F2	17	0	0	4	0	0	0	2	1	2	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1901	S1PR1	17	0	0	3	0	0	0	1	1	5	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022	ENG	17	0	0	1	0	0	0	1	0	3	0	3	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2232	FDXR	17	1	0	5	0	0	0	1	3	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2591	GALNT3	17	0	0	6	0	2	0	1	2	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2705	GJB1	17	0	0	4	0	0	0	2	6	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2813	GP2	17	0	0	7	0	0	0	1	1	2	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2879	GPX4	17	1	0	7	0	2	0	1	3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2946	GSTM2	17	0	1	6	0	2	1	1	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2959	GTF2B	17	0	1	4	0	0	0	2	0	3	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3081	HGD	17	0	0	6	0	0	1	1	0	2	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3135	HLA-G	17	0	1	1	0	0	0	3	3	1	2	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3385	ICAM3	17	4	0	2	0	0	0	0	3	3	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3420	IDH3B	17	0	0	3	0	0	0	1	2	1	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3575	IL7R	17	0	0	4	0	0	0	2	3	1	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3576	IL8	17	0	0	2	0	0	0	0	4	2	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3683	ITGAL	17	2	0	3	0	0	0	0	2	1	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3717	JAK2	17	0	1	3	0	0	0	1	4	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3718	JAK3	17	1	1	3	0	0	0	0	1	6	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3866	KRT15	17	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3955	LFNG	17	0	0	4	0	0	0	1	3	4	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4015	LOX	17	0	0	3	0	0	0	3	1	1	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4023	LPL	17	0	1	1	0	0	0	0	0	2	2	6	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4034	LRCH4	17	0	1	2	0	0	0	2	3	3	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4068	SH2D1A	17	0	0	5	0	0	0	3	2	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4071	TM4SF1	17	0	1	2	0	0	0	1	3	4	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4110	MAGEA11	17	0	0	5	0	0	0	2	3	2	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4320	MMP11	17	0	0	3	0	0	0	0	4	2	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4519	CYTB	17	0	1	2	0	0	0	1	4	2	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4598	MVK	17	0	0	2	0	2	0	0	4	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4669	NAGLU	17	0	0	5	0	0	0	2	2	3	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4712	NDUFB6	17	0	0	1	0	0	0	1	1	3	4	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4715	NDUFB9	17	0	1	2	0	0	0	1	4	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4723	NDUFV1	17	0	1	2	0	0	0	0	3	4	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4882	NPR2	17	0	0	5	0	0	0	1	3	1	1	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4967	OGDH	17	0	0	5	0	0	0	1	1	0	5	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5019	OXCT1	17	1	0	4	0	0	0	0	2	4	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5159	PDGFRB	17	0	1	4	0	0	0	1	3	0	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5175	PECAM1	17	3	0	2	0	2	1	0	1	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5338	PLD2	17	0	0	5	0	0	0	1	1	3	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5341	PLEK	17	2	1	2	0	2	1	2	1	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5425	POLD2	17	0	1	3	0	0	0	2	3	2	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5441	POLR2L	17	0	0	5	0	0	0	1	1	4	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5528	PPP2R5D	17	0	0	4	0	0	0	3	2	2	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5553	PRG2	17	0	0	6	0	0	0	4	0	1	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5557	PRIM1	17	0	1	4	0	0	0	1	2	3	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5641	LGMN	17	0	2	6	0	0	0	1	2	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5742	PTGS1	17	0	0	4	0	0	0	2	3	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5782	PTPN12	17	0	0	1	0	0	0	1	1	4	4	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5803	PTPRZ1	17	0	1	2	0	0	0	1	1	1	1	4	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5873	RAB27A	17	0	1	4	0	0	0	3	1	1	1	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5876	RABGGTB	17	0	0	2	0	0	0	3	1	3	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6005	RHAG	17	0	0	2	0	0	0	3	3	1	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6318	SERPINB4	17	0	0	2	0	0	0	0	1	4	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6341	SCO1	17	0	0	1	0	0	0	4	2	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6352	CCL5	17	0	1	3	0	0	0	1	2	3	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6389	SDHA	17	1	0	3	0	2	0	1	2	2	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6424	SFRP4	17	0	0	0	0	0	0	3	5	3	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6447	SCG5	17	0	0	3	0	0	0	0	0	6	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6585	SLIT1	17	0	0	4	0	0	0	2	3	1	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6594	SMARCA1	17	0	1	3	0	0	0	1	2	0	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6627	SNRPA1	17	1	3	0	0	0	0	1	2	3	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6629	SNRPB2	17	2	0	2	0	2	0	1	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6829	SUPT5H	17	1	1	2	0	2	0	4	1	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6906	SERPINA7	17	1	14	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7024	TFCP2	17	0	0	7	0	0	0	1	1	5	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7073	TIAL1	17	0	2	1	0	0	0	2	0	2	2	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7097	TLR2	17	0	0	1	0	0	0	2	3	4	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7156	TOP3A	17	0	0	1	0	0	0	3	4	2	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7337	UBE3A	17	0	1	6	0	0	0	0	4	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7386	UQCRFS1	17	0	0	1	0	0	0	3	2	2	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7405	UVRAG	17	0	0	5	0	0	0	4	2	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7419	VDAC3	17	0	0	5	1	2	0	1	4	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7542	ZFPL1	17	0	0	1	0	0	0	1	1	5	1	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7756	ZNF207	17	0	2	5	0	0	0	0	2	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8030	CCDC6	17	0	0	5	0	0	0	1	3	3	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8310	ACOX3	17	0	0	6	0	0	0	1	1	1	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8508	NIPSNAP1	17	0	1	3	0	2	0	1	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8563	THOC5	17	1	0	4	0	0	0	1	1	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8674	VAMP4	17	0	0	5	0	0	0	1	1	2	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8717	TRADD	17	0	0	4	0	0	0	0	1	4	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8722	CTSF	17	1	1	0	0	0	0	1	1	4	2	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8802	SUCLG1	17	0	1	6	0	0	0	1	1	2	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8848	TSC22D1	17	0	1	2	0	0	0	3	1	2	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8857	FCGBP	17	0	1	4	0	0	0	1	3	4	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8890	EIF2B4	17	0	1	2	0	0	0	0	2	2	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8893	EIF2B5	17	0	1	5	0	0	0	0	2	1	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8996	NOL3	17	0	1	3	0	0	0	3	1	2	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9039	UBA3	17	0	0	5	0	0	0	0	2	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9064	MAP3K6	17	0	0	3	0	0	0	3	1	2	3	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9071	CLDN10	17	0	1	4	0	0	0	1	3	2	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9213	XPR1	17	0	1	0	0	2	0	2	2	1	0	3	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9245	GCNT3	17	0	1	2	0	0	0	1	0	3	2	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9377	COX5A	17	0	1	1	0	0	0	1	2	3	2	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9403	45184	17	0	1	2	0	0	0	3	1	0	4	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9411	ARHGAP29	17	0	0	3	0	0	0	2	1	0	3	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9452	ITM2A	17	0	1	4	0	0	0	0	4	1	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9491	PSMF1	17	0	1	7	0	0	0	2	0	1	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9540	TP53I3	17	0	1	4	0	0	0	2	2	1	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9620	CELSR1	17	0	1	2	0	0	0	1	0	4	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9647	PPM1F	17	0	1	6	0	0	0	0	1	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9677	PPIP5K1	17	0	0	3	0	0	0	0	2	5	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9678	PHF14	17	0	0	1	0	0	0	1	3	2	1	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9690	UBE3C	17	0	0	1	0	0	0	3	0	3	1	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9716	AQR	17	0	0	5	0	0	0	0	4	1	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9725	TMEM63A	17	0	1	6	0	0	0	0	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9791	PTDSS1	17	0	0	4	0	0	0	0	4	1	1	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9837	GINS1	17	0	1	3	0	0	0	0	1	0	2	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9859	CEP170	17	0	0	2	0	0	1	3	4	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9947	MAGEC1	17	0	1	4	0	0	0	0	3	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9973	CCS	17	0	0	2	0	2	0	1	1	3	1	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9984	THOC1	17	0	0	4	0	2	0	1	1	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10049	DNAJB6	17	0	0	5	0	0	0	1	1	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10083	USH1C	17	0	1	2	0	0	0	2	1	2	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10189	ALYREF	17	0	0	5	0	0	0	3	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10196	PRMT3	17	0	1	0	0	0	0	2	0	4	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10430	TMEM147	17	0	1	2	0	0	0	1	3	1	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10479	SLC9A6	17	0	1	4	0	0	0	0	1	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10562	OLFM4	17	1	0	7	0	0	0	1	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10767	HBS1L	17	0	2	1	0	0	0	1	4	3	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10802	SEC24A	17	2	0	2	0	2	0	0	0	2	1	3	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10942	PRSS21	17	0	1	4	0	0	0	0	5	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10954	PDIA5	17	0	1	1	0	2	0	0	3	1	3	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10991	SLC38A3	17	0	0	5	0	0	0	0	1	2	2	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11078	TRIOBP	17	0	0	5	0	2	0	0	5	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11079	RER1	17	0	0	0	0	0	0	2	3	1	2	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11080	DNAJB4	17	0	1	1	0	0	0	4	1	4	3	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11104	KATNA1	17	0	0	3	0	0	0	2	4	0	2	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11112	HIBADH	17	0	1	1	0	0	0	1	3	2	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11177	BAZ1A	17	0	1	4	0	0	0	1	1	2	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11217	AKAP2	17	0	0	1	0	0	0	1	3	3	2	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11322	TMC6	17	1	0	5	0	0	0	1	1	3	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11325	DDX42	17	0	0	3	0	0	0	2	3	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22836	RHOBTB3	17	0	1	4	0	0	0	2	2	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22870	PPP6R1	17	2	1	4	0	0	0	2	0	1	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22902	RUFY3	17	0	1	3	0	0	0	2	0	3	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22950	SLC4A1AP	17	0	0	4	0	0	0	1	1	2	5	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23001	WDFY3	17	0	0	2	0	0	0	1	3	4	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23023	TMCC1	17	0	0	3	0	0	0	1	2	5	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23037	PDZD2	17	0	1	4	0	0	0	3	3	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23064	SETX	17	0	1	1	0	0	0	4	2	2	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23149	FCHO1	17	0	0	3	0	0	0	2	5	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23192	ATG4B	17	0	1	5	0	0	0	1	0	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23204	ARL6IP1	17	0	1	4	0	2	0	2	2	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23266	LPHN2	17	0	0	0	0	2	0	3	1	0	2	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23341	DNAJC16	17	0	0	3	0	0	0	1	2	1	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23367	LARP1	17	1	0	1	0	0	0	3	2	0	3	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23471	TRAM1	17	0	0	2	0	0	0	2	4	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23484	LEPROTL1	17	0	1	3	0	0	0	2	5	1	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23541	SEC14L2	17	0	1	2	0	0	0	0	2	5	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23585	TMEM50A	17	0	0	3	0	0	0	3	1	2	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23589	CARHSP1	17	0	2	5	0	2	0	2	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23593	HEBP2	17	0	1	7	0	0	0	2	3	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23600	AMACR	17	0	2	1	0	0	0	1	2	1	4	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23633	KPNA6	17	0	2	4	0	0	0	2	0	1	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23731	TMEM245	17	0	1	3	0	0	0	2	1	2	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24138	IFIT5	17	0	0	5	0	0	0	1	1	2	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25782	RAB3GAP2	17	0	0	3	0	0	0	4	4	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25928	SOSTDC1	17	0	2	5	0	0	0	0	2	4	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25987	TSKU	17	0	1	1	0	0	0	2	3	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25989	ULK3	17	0	1	6	0	0	0	1	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26046	LTN1	17	0	0	0	0	0	0	2	4	2	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26065	LSM14A	17	0	0	3	0	0	0	1	4	3	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26073	POLDIP2	17	0	0	5	0	0	0	4	1	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26121	PRPF31	17	0	1	3	0	2	0	2	0	1	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26528	DAZAP1	17	1	1	4	0	0	0	2	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26577	PCOLCE2	17	0	0	3	0	0	0	0	2	1	4	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26960	NBEA	17	0	0	4	0	0	0	3	2	1	3	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26994	RNF11	17	0	2	3	0	0	0	0	4	2	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27250	PDCD4	17	0	4	2	0	2	0	2	2	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27429	HTRA2	17	0	1	2	0	0	0	3	1	2	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28461	IGHV1-69	17	0	2	3	0	0	0	1	1	3	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28956	LAMTOR2	17	0	1	2	0	0	0	2	3	4	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28957	MRPS28	17	0	0	2	0	0	0	2	3	6	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
