case_id	cohort	tumor	TN
HNSCC_C3N.00519.T	HNSCC	1	Tumor
HNSCC_C3L.01237.T	HNSCC	1	Tumor
HNSCC_C3N.03619.T	HNSCC	1	Tumor
HNSCC_C3N.03433.T	HNSCC	1	Tumor
HNSCC_C3N.03013.T	HNSCC	1	Tumor
HNSCC_C3N.04273.T	HNSCC	1	Tumor
HNSCC_CPT0235470002.T	HNSCC	1	Tumor
HNSCC_C3L.00977.T	HNSCC	1	Tumor
HNSCC_C3N.00871.T	HNSCC	1	Tumor
HNSCC_C3N.03015.T	HNSCC	1	Tumor
HNSCC_C3N.02700.T	HNSCC	1	Tumor
HNSCC_C3N.00825.T	HNSCC	1	Tumor
HNSCC_CPT0169750003.T	HNSCC	1	Tumor
HNSCC_C3N.03027.T	HNSCC	1	Tumor
HNSCC_C3N.04152.T	HNSCC	1	Tumor
HNSCC_C3N.02713.T	HNSCC	1	Tumor
HNSCC_C3N.03783.T	HNSCC	1	Tumor
HNSCC_C3N.01620.T	HNSCC	1	Tumor
HNSCC_C3N.03664.T	HNSCC	1	Tumor
HNSCC_C3N.04280.T	HNSCC	1	Tumor
HNSCC_C3N.01943.T	HNSCC	1	Tumor
HNSCC_C3N.00828.T	HNSCC	1	Tumor
HNSCC_C3N.03011.T	HNSCC	1	Tumor
HNSCC_C3N.03889.T	HNSCC	1	Tumor
HNSCC_C3N.01337.T	HNSCC	1	Tumor
HNSCC_C3N.03457.T	HNSCC	1	Tumor
HNSCC_C3N.02730.T	HNSCC	1	Tumor
HNSCC_C3N.03042.T	HNSCC	1	Tumor
HNSCC_CPT0229220002.T	HNSCC	1	Tumor
HNSCC_C3N.00297.T	HNSCC	1	Tumor
HNSCC_C3N.01945.T	HNSCC	1	Tumor
HNSCC_C3N.03878.T	HNSCC	1	Tumor
HNSCC_C3N.03781.T	HNSCC	1	Tumor
HNSCC_CPT0163250003.T	HNSCC	1	Tumor
HNSCC_C3N.00295.T	HNSCC	1	Tumor
HNSCC_C3N.01756.T	HNSCC	1	Tumor
HNSCC_C3L.00994.T	HNSCC	1	Tumor
HNSCC_C3L.04849.T	HNSCC	1	Tumor
HNSCC_C3N.04277.T	HNSCC	1	Tumor
HNSCC_C3N.01340.T	HNSCC	1	Tumor
HNSCC_CPT0169740004.T	HNSCC	1	Tumor
HNSCC_C3N.04278.T	HNSCC	1	Tumor
HNSCC_C3N.01946.T	HNSCC	1	Tumor
HNSCC_C3L.04844.T	HNSCC	1	Tumor
HNSCC_C3N.03045.T	HNSCC	1	Tumor
HNSCC_C3N.02714.T	HNSCC	1	Tumor
HNSCC_C3N.03837.T	HNSCC	1	Tumor
HNSCC_C3L.03378.T	HNSCC	1	Tumor
HNSCC_C3N.03458.T	HNSCC	1	Tumor
HNSCC_C3L.01138.T	HNSCC	1	Tumor
HNSCC_C3N.02279.T	HNSCC	1	Tumor
HNSCC_CPT0229230003.T	HNSCC	1	Tumor
HNSCC_C3N.00829.T	HNSCC	1	Tumor
HNSCC_C3N.01338.T	HNSCC	1	Tumor
HNSCC_C3N.02275.T	HNSCC	1	Tumor
HNSCC_C3N.01754.T	HNSCC	1	Tumor
HNSCC_C3L.00999.T	HNSCC	1	Tumor
HNSCC_C3N.03785.T	HNSCC	1	Tumor
HNSCC_C3N.00306.T	HNSCC	1	Tumor
HNSCC_C3L.00987.T	HNSCC	1	Tumor
HNSCC_C3N.03008.T	HNSCC	1	Tumor
HNSCC_C3N.03876.T	HNSCC	1	Tumor
HNSCC_C3N.01859.T	HNSCC	1	Tumor
HNSCC_C3N.04279.T	HNSCC	1	Tumor
HNSCC_CPT0229190003.T	HNSCC	1	Tumor
EOGC_T112	Gastric	1	Tumor
EOGC_T116	Gastric	1	Tumor
EOGC_T118	Gastric	1	Tumor
EOGC_T120	Gastric	1	Tumor
EOGC_T124	Gastric	1	Tumor
EOGC_T132	Gastric	1	Tumor
EOGC_T136	Gastric	1	Tumor
EOGC_T138	Gastric	1	Tumor
EOGC_T140	Gastric	1	Tumor
EOGC_T14	Gastric	1	Tumor
EOGC_T236	Gastric	1	Tumor
EOGC_T144	Gastric	1	Tumor
EOGC_T146	Gastric	1	Tumor
EOGC_T202	Gastric	1	Tumor
EOGC_T148	Gastric	1	Tumor
EOGC_T150	Gastric	1	Tumor
EOGC_T156	Gastric	1	Tumor
EOGC_T16	Gastric	1	Tumor
EOGC_T162	Gastric	1	Tumor
EOGC_T164	Gastric	1	Tumor
EOGC_T166	Gastric	1	Tumor
EOGC_T168	Gastric	1	Tumor
EOGC_T170	Gastric	1	Tumor
EOGC_T174	Gastric	1	Tumor
EOGC_T180	Gastric	1	Tumor
EOGC_T18	Gastric	1	Tumor
EOGC_T182	Gastric	1	Tumor
EOGC_T190	Gastric	1	Tumor
EOGC_T192	Gastric	1	Tumor
EOGC_T226	Gastric	1	Tumor
EOGC_T194	Gastric	1	Tumor
EOGC_T200	Gastric	1	Tumor
EOGC_T196	Gastric	1	Tumor
EOGC_T204	Gastric	1	Tumor
EOGC_T218	Gastric	1	Tumor
EOGC_T210	Gastric	1	Tumor
EOGC_T214	Gastric	1	Tumor
EOGC_T212	Gastric	1	Tumor
EOGC_T216	Gastric	1	Tumor
EOGC_T220	Gastric	1	Tumor
EOGC_T22	Gastric	1	Tumor
EOGC_T222	Gastric	1	Tumor
EOGC_T232	Gastric	1	Tumor
EOGC_T258	Gastric	1	Tumor
EOGC_T2398	Gastric	1	Tumor
EOGC_T5264	Gastric	1	Tumor
EOGC_T24	Gastric	1	Tumor
EOGC_T248	Gastric	1	Tumor
EOGC_T250	Gastric	1	Tumor
EOGC_T254	Gastric	1	Tumor
EOGC_T90	Gastric	1	Tumor
EOGC_T26	Gastric	1	Tumor
EOGC_T266	Gastric	1	Tumor
EOGC_T270	Gastric	1	Tumor
EOGC_T268	Gastric	1	Tumor
EOGC_T272	Gastric	1	Tumor
EOGC_T28	Gastric	1	Tumor
EOGC_T30	Gastric	1	Tumor
EOGC_T32	Gastric	1	Tumor
EOGC_T34	Gastric	1	Tumor
EOGC_T36	Gastric	1	Tumor
EOGC_T38	Gastric	1	Tumor
EOGC_T40	Gastric	1	Tumor
EOGC_T42	Gastric	1	Tumor
EOGC_T44	Gastric	1	Tumor
EOGC_T62	Gastric	1	Tumor
EOGC_T46	Gastric	1	Tumor
EOGC_T5358	Gastric	1	Tumor
EOGC_T5374	Gastric	1	Tumor
EOGC_T5382	Gastric	1	Tumor
EOGC_T5760	Gastric	1	Tumor
EOGC_T54	Gastric	1	Tumor
EOGC_T56	Gastric	1	Tumor
EOGC_T60	Gastric	1	Tumor
EOGC_T64	Gastric	1	Tumor
EOGC_T66	Gastric	1	Tumor
EOGC_T68	Gastric	1	Tumor
EOGC_T88	Gastric	1	Tumor
EOGC_T92	Gastric	1	Tumor
EOGC_T96	Gastric	1	Tumor
CO_01CO008_T	Colon	1	Tumor
CO_22CO006_T	Colon	1	Tumor
CO_05CO002_T	Colon	1	Tumor
CO_11CO036_T	Colon	1	Tumor
CO_20CO006_T	Colon	1	Tumor
CO_01CO019_T	Colon	1	Tumor
CO_09CO005_T	Colon	1	Tumor
CO_05CO053_T	Colon	1	Tumor
CO_05CO045_T	Colon	1	Tumor
CO_05CO035_T	Colon	1	Tumor
CO_05CO044_T	Colon	1	Tumor
CO_20CO001_T	Colon	1	Tumor
CO_11CO053_T	Colon	1	Tumor
CO_20CO007_T	Colon	1	Tumor
CO_11CO008_T	Colon	1	Tumor
CO_11CO019_T	Colon	1	Tumor
CO_11CO033_T	Colon	1	Tumor
CO_05CO039_T	Colon	1	Tumor
CO_11CO020_T	Colon	1	Tumor
CO_21CO007_T	Colon	1	Tumor
CO_05CO041_T	Colon	1	Tumor
CO_05CO034_T	Colon	1	Tumor
CO_05CO054_T	Colon	1	Tumor
CO_05CO029_T	Colon	1	Tumor
CO_20CO003_T	Colon	1	Tumor
CO_15CO002_T	Colon	1	Tumor
CO_11CO022_T	Colon	1	Tumor
CO_09CO019_T	Colon	1	Tumor
CO_11CO032_T	Colon	1	Tumor
CO_11CO043_T	Colon	1	Tumor
CO_11CO018_T	Colon	1	Tumor
CO_11CO077_T	Colon	1	Tumor
CO_22CO004_T	Colon	1	Tumor
CO_09CO014_T	Colon	1	Tumor
CO_16CO011_T	Colon	1	Tumor
CO_11CO051_T	Colon	1	Tumor
CO_11CO021_T	Colon	1	Tumor
CO_09CO018_T	Colon	1	Tumor
CO_11CO037_T	Colon	1	Tumor
CO_11CO054_T	Colon	1	Tumor
CO_09CO011_T	Colon	1	Tumor
CO_20CO004_T	Colon	1	Tumor
CO_01CO014_T	Colon	1	Tumor
CO_05CO032_T	Colon	1	Tumor
CO_11CO052_T	Colon	1	Tumor
CO_05CO020_T	Colon	1	Tumor
CO_05CO049_T	Colon	1	Tumor
CO_05CO037_T	Colon	1	Tumor
CO_05CO048_T	Colon	1	Tumor
CO_11CO048_T	Colon	1	Tumor
CO_09CO008_T	Colon	1	Tumor
CO_11CO045_T	Colon	1	Tumor
CO_14CO003_T	Colon	1	Tumor
CO_05CO026_T	Colon	1	Tumor
CO_21CO006_T	Colon	1	Tumor
CO_11CO030_T	Colon	1	Tumor
CO_11CO062_T	Colon	1	Tumor
CO_11CO047_T	Colon	1	Tumor
CO_11CO072_T	Colon	1	Tumor
CO_11CO031_T	Colon	1	Tumor
CO_11CO044_T	Colon	1	Tumor
CO_01CO005_T	Colon	1	Tumor
CO_05CO028_T	Colon	1	Tumor
CO_09CO015_T	Colon	1	Tumor
CO_11CO079_T	Colon	1	Tumor
CO_05CO047_T	Colon	1	Tumor
CO_11CO042_T	Colon	1	Tumor
CO_05CO015_T	Colon	1	Tumor
CO_01CO022_T	Colon	1	Tumor
CO_11CO005_T	Colon	1	Tumor
CO_11CO039_T	Colon	1	Tumor
CO_11CO010_T	Colon	1	Tumor
CO_09CO022_T	Colon	1	Tumor
CO_14CO005_T	Colon	1	Tumor
CO_09CO013_T	Colon	1	Tumor
CO_11CO057_T	Colon	1	Tumor
CO_01CO006_T	Colon	1	Tumor
CO_16CO002_T	Colon	1	Tumor
CO_11CO058_T	Colon	1	Tumor
CO_11CO027_T	Colon	1	Tumor
CO_11CO007_T	Colon	1	Tumor
CO_01CO015_T	Colon	1	Tumor
CO_05CO003_T	Colon	1	Tumor
CO_05CO006_T	Colon	1	Tumor
CO_16CO006_T	Colon	1	Tumor
CO_09CO006_T	Colon	1	Tumor
CO_11CO061_T	Colon	1	Tumor
CO_01CO013_T	Colon	1	Tumor
CO_06CO001_T	Colon	1	Tumor
CO_27CO004_T	Colon	1	Tumor
CO_05CO050_T	Colon	1	Tumor
CO_15CO001_T	Colon	1	Tumor
CO_06CO002_T	Colon	1	Tumor
CO_16CO003_T	Colon	1	Tumor
CO_11CO070_T	Colon	1	Tumor
CO_05CO033_T	Colon	1	Tumor
CO_05CO011_T	Colon	1	Tumor
BRCA_A0D0	BRCA	1	Tumor
BRCA_A0HK	BRCA	1	Tumor
BRCA_A12T	BRCA	1	Tumor
BRCA_A0D2	BRCA	1	Tumor
BRCA_A12U	BRCA	1	Tumor
BRCA_A1AS	BRCA	1	Tumor
BRCA_A0EV	BRCA	1	Tumor
BRCA_A0AM	BRCA	1	Tumor
BRCA_A142	BRCA	1	Tumor
BRCA_A0SW	BRCA	1	Tumor
BRCA_A0JL	BRCA	1	Tumor
BRCA_A0BV	BRCA	1	Tumor
BRCA_A0T6	BRCA	1	Tumor
BRCA_A158	BRCA	1	Tumor
BRCA_A15A	BRCA	1	Tumor
BRCA_A0T7	BRCA	1	Tumor
BRCA_A12Q	BRCA	1	Tumor
BRCA_A079	BRCA	1	Tumor
BRCA_A0YF	BRCA	1	Tumor
BRCA_A0DD	BRCA	1	Tumor
BRCA_A0E9	BRCA	1	Tumor
BRCA_A0YG	BRCA	1	Tumor
BRCA_A150	BRCA	1	Tumor
BRCA_A18N	BRCA	1	Tumor
BRCA_A0YM	BRCA	1	Tumor
BRCA_A0C7	BRCA	1	Tumor
BRCA_A0SX	BRCA	1	Tumor
BRCA_A0CD	BRCA	1	Tumor
BRCA_A12W	BRCA	1	Tumor
BRCA_A0AL	BRCA	1	Tumor
BRCA_A0CE	BRCA	1	Tumor
BRCA_A0C0	BRCA	1	Tumor
BRCA_A0YC	BRCA	1	Tumor
BRCA_A0CJ	BRCA	1	Tumor
BRCA_A12F	BRCA	1	Tumor
BRCA_A0YL	BRCA	1	Tumor
BRCA_A06Z	BRCA	1	Tumor
BRCA_A0D1	BRCA	1	Tumor
BRCA_A0CM	BRCA	1	Tumor
BRCA_A09G	BRCA	1	Tumor
BRCA_A131_2	BRCA	1	Tumor
BRCA_A134	BRCA	1	Tumor
BRCA_A09I	BRCA	1	Tumor
BRCA_A12L	BRCA	1	Tumor
BRCA_A0EX	BRCA	1	Tumor
BRCA_A0FL	BRCA	1	Tumor
BRCA_A0DG	BRCA	1	Tumor
BRCA_A0AS	BRCA	1	Tumor
BRCA_A0JC	BRCA	1	Tumor
BRCA_A08Z	BRCA	1	Tumor
BRCA_A0TX	BRCA	1	Tumor
BRCA_A0JE	BRCA	1	Tumor
BRCA_A0T2	BRCA	1	Tumor
BRCA_A0AJ	BRCA	1	Tumor
BRCA_A0JM	BRCA	1	Tumor
BRCA_A12V	BRCA	1	Tumor
BRCA_A08G	BRCA	1	Tumor
BRCA_A12D_2	BRCA	1	Tumor
BRCA_A04A	BRCA	1	Tumor
BRCA_A0AV	BRCA	1	Tumor
BRCA_A12D_1	BRCA	1	Tumor
BRCA_A131_1	BRCA	1	Tumor
BRCA_A12B_1	BRCA	1	Tumor
BRCA_A12E	BRCA	1	Tumor
BRCA_A06N	BRCA	1	Tumor
BRCA_A0T1	BRCA	1	Tumor
BRCA_A0TR	BRCA	1	Tumor
BRCA_A03O	BRCA	1	Tumor
BRCA_A18R	BRCA	1	Tumor
BRCA_A0TT	BRCA	1	Tumor
BRCA_A1AQ	BRCA	1	Tumor
BRCA_A12B_2	BRCA	1	Tumor
BRCA_A0TV	BRCA	1	Tumor
BRCA_A12Z	BRCA	1	Tumor
BRCA_A0JJ	BRCA	1	Tumor
BRCA_A0TY	BRCA	1	Tumor
BRCA_A0U4	BRCA	1	Tumor
BRCA_A0HP	BRCA	1	Tumor
BRCA_A1AP	BRCA	1	Tumor
BRCA_A0FK	BRCA	1	Tumor
BRCA_A0J6	BRCA	1	Tumor
BRCA_A1AW	BRCA	1	Tumor
BRCA_A1AV	BRCA	1	Tumor
BRCA_A135	BRCA	1	Tumor
BRCA_A0EE	BRCA	1	Tumor
BRCA_A0J9	BRCA	1	Tumor
BRCA_A0E0	BRCA	1	Tumor
BRCA_A18U	BRCA	1	Tumor
BRCA_A0YI	BRCA	1	Tumor
BRCA_A0EQ	BRCA	1	Tumor
BRCA_A18V	BRCA	1	Tumor
BRCA_A13F	BRCA	1	Tumor
BRCA_A0E1	BRCA	1	Tumor
BRCA_A12P	BRCA	1	Tumor
BRCA_A0C1	BRCA	1	Tumor
BRCA_A0EY	BRCA	1	Tumor
BRCA_A138	BRCA	1	Tumor
BRCA_A154	BRCA	1	Tumor
BRCA_A0BZ	BRCA	1	Tumor
BRCA_A13Y	BRCA	1	Tumor
BRCA_A076	BRCA	1	Tumor
BRCA_A126	BRCA	1	Tumor
BRCA_A10A	BRCA	1	Tumor
BRCA_A18Q	BRCA	1	Tumor
BRCA_A130	BRCA	1	Tumor
BRCA_A159	BRCA	1	Tumor
BRCA_A0T3	BRCA	1	Tumor
BRCA_A0YD	BRCA	1	Tumor
CCRCC_C3L.01287_N	Kidney	0	Normal
CCRCC_C3L.00561_N	Kidney	0	Normal
CCRCC_C3N.01524_N	Kidney	0	Normal
CCRCC_C3L.01603_N	Kidney	0	Normal
CCRCC_NCI7.1_N	Kidney	0	Normal
CCRCC_C3N.00834_N	Kidney	0	Normal
CCRCC_C3N.01214_N	Kidney	0	Normal
CCRCC_C3N.01261_N	Kidney	0	Normal
CCRCC_C3L.00917_N	Kidney	0	Normal
CCRCC_C3L.00607_N	Kidney	0	Normal
CCRCC_C3N.00194_N	Kidney	0	Normal
CCRCC_C3L.00010_N	Kidney	0	Normal
CCRCC_C3L.01861_N	Kidney	0	Normal
CCRCC_QC1_N	Kidney	0	Normal
CCRCC_C3N.01646_N	Kidney	0	Normal
CCRCC_C3L.01281_N	Kidney	0	Normal
CCRCC_C3N.00495_N	Kidney	0	Normal
CCRCC_C3N.00831_N	Kidney	0	Normal
CCRCC_C3L.00183_N	Kidney	0	Normal
CCRCC_C3N.00168_N	Kidney	0	Normal
CCRCC_C3L.00369_N	Kidney	0	Normal
CCRCC_C3L.00791_N	Kidney	0	Normal
CCRCC_C3L.00097_N	Kidney	0	Normal
CCRCC_C3L.00004_N	Kidney	0	Normal
CCRCC_C3N.00953_N	Kidney	0	Normal
CCRCC_C3N.00150_N	Kidney	0	Normal
CCRCC_QC2_N	Kidney	0	Normal
CCRCC_C3N.00244_N	Kidney	0	Normal
CCRCC_C3N.01178_N	Kidney	0	Normal
CCRCC_C3L.00583_N	Kidney	0	Normal
CCRCC_C3L.00088_N	Kidney	0	Normal
CCRCC_QC3_N	Kidney	0	Normal
CCRCC_C3L.00814_N	Kidney	0	Normal
CCRCC_C3L.01885_N	Kidney	0	Normal
CCRCC_NCI7.2_N	Kidney	0	Normal
CCRCC_C3L.00908_N	Kidney	0	Normal
CCRCC_C3L.00026_N	Kidney	0	Normal
CCRCC_NCI7.3_N	Kidney	0	Normal
CCRCC_C3L.00447_N	Kidney	0	Normal
CCRCC_C3L.00416_N	Kidney	0	Normal
CCRCC_C3N.00246_N	Kidney	0	Normal
CCRCC_C3N.00148_N	Kidney	0	Normal
CCRCC_C3N.00646_N	Kidney	0	Normal
CCRCC_C3L.00902_N	Kidney	0	Normal
CCRCC_C3L.00096_N	Kidney	0	Normal
CCRCC_C3L.01836_N	Kidney	0	Normal
CCRCC_C3N.00177_N	Kidney	0	Normal
CCRCC_C3N.01200_N	Kidney	0	Normal
CCRCC_C3L.00011_N	Kidney	0	Normal
CCRCC_QC4_N	Kidney	0	Normal
CCRCC_C3N.01175_N	Kidney	0	Normal
CCRCC_NCI7.4_N	Kidney	0	Normal
CCRCC_C3N.01808_N	Kidney	0	Normal
CCRCC_C3N.01176_N	Kidney	0	Normal
CCRCC_C3L.00103_N	Kidney	0	Normal
CCRCC_C3N.01649_N	Kidney	0	Normal
CCRCC_C3N.00149_N	Kidney	0	Normal
CCRCC_C3L.00581_N	Kidney	0	Normal
CCRCC_C3L.01313_N	Kidney	0	Normal
CCRCC_C3N.00573_N	Kidney	0	Normal
CCRCC_C3L.01302_N	Kidney	0	Normal
CCRCC_NCI7.5_N	Kidney	0	Normal
CCRCC_C3N.01361_N	Kidney	0	Normal
CCRCC_C3N.01651_N	Kidney	0	Normal
CCRCC_C3L.00360_N	Kidney	0	Normal
CCRCC_C3L.00448_N	Kidney	0	Normal
CCRCC_C3L.00907_N	Kidney	0	Normal
CCRCC_C3L.01286_N	Kidney	0	Normal
CCRCC_C3L.01607_N	Kidney	0	Normal
CCRCC_QC5_N	Kidney	0	Normal
CCRCC_C3N.01179_N	Kidney	0	Normal
CCRCC_C3L.00606_N	Kidney	0	Normal
CCRCC_QC6_N	Kidney	0	Normal
CCRCC_C3N.01648_N	Kidney	0	Normal
CCRCC_C3N.00242_N	Kidney	0	Normal
CCRCC_C3L.00418_N	Kidney	0	Normal
CCRCC_C3N.00577_N	Kidney	0	Normal
CCRCC_C3L.01882_N	Kidney	0	Normal
CCRCC_QC7_N	Kidney	0	Normal
CCRCC_C3N.00733_N	Kidney	0	Normal
CCRCC_C3L.00910_N	Kidney	0	Normal
CCRCC_C3L.00079_N	Kidney	0	Normal
CCRCC_QC8_N	Kidney	0	Normal
CCRCC_C3N.01522_N	Kidney	0	Normal
CCRCC_C3N.01220_N	Kidney	0	Normal
CCRCC_C3N.00852_N	Kidney	0	Normal
CCRCC_C3N.00320_N	Kidney	0	Normal
CCRCC_C3N.00437_N	Kidney	0	Normal
CCRCC_C3N.00492_N	Kidney	0	Normal
CCRCC_C3N.00491_N	Kidney	0	Normal
CCRCC_C3N.00314_N	Kidney	0	Normal
CCRCC_C3N.00435_N	Kidney	0	Normal
CCRCC_C3N.00317_N	Kidney	0	Normal
CCRCC_C3N.00310_N	Kidney	0	Normal
CCRCC_C3N.00390_N	Kidney	0	Normal
CCRCC_C3N.00312_N	Kidney	0	Normal
CCRCC_C3N.00494_N	Kidney	0	Normal
CO_11CO037_N	Colon	0	Normal
CO_11CO051_N	Colon	0	Normal
CO_05CO035_N	Colon	0	Normal
CO_20CO001_N	Colon	0	Normal
CO_05CO045_N	Colon	0	Normal
CO_15CO001_N	Colon	0	Normal
CO_11CO019_N	Colon	0	Normal
CO_05CO041_N	Colon	0	Normal
CO_11CO042_N	Colon	0	Normal
CO_05CO033_N	Colon	0	Normal
CO_11CO008_N	Colon	0	Normal
CO_09CO008_N	Colon	0	Normal
CO_05CO044_N	Colon	0	Normal
CO_09CO005_N	Colon	0	Normal
CO_05CO007_N	Colon	0	Normal
CO_21CO007_N	Colon	0	Normal
CO_01CO006_N	Colon	0	Normal
CO_05CO050_N	Colon	0	Normal
CO_05CO011_N	Colon	0	Normal
CO_11CO021_N	Colon	0	Normal
CO_01CO014_N	Colon	0	Normal
CO_09CO006_N	Colon	0	Normal
CO_15CO002_N	Colon	0	Normal
CO_11CO018_N	Colon	0	Normal
CO_27CO004_N	Colon	0	Normal
CO_09CO015_N	Colon	0	Normal
CO_11CO070_N	Colon	0	Normal
CO_01CO001_N	Colon	0	Normal
CO_14CO002_N	Colon	0	Normal
CO_11CO033_N	Colon	0	Normal
CO_16CO006_N	Colon	0	Normal
CO_05CO029_N	Colon	0	Normal
CO_05CO003_N	Colon	0	Normal
CO_05CO049_N	Colon	0	Normal
CO_11CO031_N	Colon	0	Normal
CO_05CO015_N	Colon	0	Normal
CO_11CO052_N	Colon	0	Normal
CO_05CO026_N	Colon	0	Normal
CO_11CO007_N	Colon	0	Normal
CO_05CO054_N	Colon	0	Normal
CO_05CO034_N	Colon	0	Normal
CO_11CO054_N	Colon	0	Normal
CO_11CO027_N	Colon	0	Normal
CO_11CO061_N	Colon	0	Normal
CO_05CO053_N	Colon	0	Normal
CO_11CO048_N	Colon	0	Normal
CO_01CO013_N	Colon	0	Normal
CO_11CO047_N	Colon	0	Normal
CO_22CO006_N	Colon	0	Normal
CO_14CO005_N	Colon	0	Normal
CO_01CO015_N	Colon	0	Normal
CO_11CO032_N	Colon	0	Normal
CO_11CO077_N	Colon	0	Normal
CO_11CO053_N	Colon	0	Normal
CO_09CO022_N	Colon	0	Normal
CO_20CO007_N	Colon	0	Normal
CO_20CO006_N	Colon	0	Normal
CO_01CO008_N	Colon	0	Normal
CO_11CO020_N	Colon	0	Normal
CO_11CO044_N	Colon	0	Normal
CO_11CO057_N	Colon	0	Normal
CO_11CO010_N	Colon	0	Normal
CO_05CO020_N	Colon	0	Normal
CO_20CO004_N	Colon	0	Normal
CO_01CO019_N	Colon	0	Normal
CO_16CO011_N	Colon	0	Normal
CO_11CO072_N	Colon	0	Normal
CO_05CO039_N	Colon	0	Normal
CO_11CO045_N	Colon	0	Normal
CO_11CO005_N	Colon	0	Normal
CO_21CO006_N	Colon	0	Normal
CO_06CO002_N	Colon	0	Normal
CO_01CO005_N	Colon	0	Normal
CO_11CO043_N	Colon	0	Normal
CO_11CO060_N	Colon	0	Normal
CO_05CO002_N	Colon	0	Normal
CO_09CO013_N	Colon	0	Normal
CO_09CO019_N	Colon	0	Normal
CO_05CO048_N	Colon	0	Normal
CO_05CO006_N	Colon	0	Normal
CO_05CO028_N	Colon	0	Normal
CO_22CO004_N	Colon	0	Normal
CO_11CO030_N	Colon	0	Normal
CO_11CO036_N	Colon	0	Normal
CO_11CO062_N	Colon	0	Normal
CO_16CO002_N	Colon	0	Normal
CO_20CO003_N	Colon	0	Normal
CO_05CO032_N	Colon	0	Normal
CO_11CO022_N	Colon	0	Normal
CO_11CO039_N	Colon	0	Normal
CO_09CO011_N	Colon	0	Normal
CO_11CO058_N	Colon	0	Normal
CO_05CO037_N	Colon	0	Normal
CO_09CO018_N	Colon	0	Normal
CO_11CO079_N	Colon	0	Normal
CO_01CO022_N	Colon	0	Normal
CO_09CO014_N	Colon	0	Normal
CO_05CO047_N	Colon	0	Normal
CO_06CO001_N	Colon	0	Normal
CO_16CO003_N	Colon	0	Normal
UCEC_C3N.00858_N	UCEC	0	Normal
UCEC_C3L.01252_N	UCEC	0	Normal
UCEC_C3L.00947_N	UCEC	0	Normal
UCEC_C3L.00361_N	UCEC	0	Normal
UCEC_C3L.01249_N	UCEC	0	Normal
UCEC_C3N.00383_N	UCEC	0	Normal
UCEC_C3L.01744_N	UCEC	0	Normal
UCEC_C3L.01311_N	UCEC	0	Normal
UCEC_C3L.01256_N	UCEC	0	Normal
UCEC_C3L.01307_N	UCEC	0	Normal
UCEC_C3L.01282_N	UCEC	0	Normal
UCEC_C3L.01304_N	UCEC	0	Normal
UCEC_C3N.00333_N	UCEC	0	Normal
UCEC_C3L.00006_N	UCEC	0	Normal
UCEC_C3L.00769_N	UCEC	0	Normal
UCEC_C3L.00601_N	UCEC	0	Normal
UCEC_C3N.00729_N	UCEC	0	Normal
UCEC_C3L.00586_N	UCEC	0	Normal
UCEC_C3L.01246_N	UCEC	0	Normal
UCEC_C3L.01257_N	UCEC	0	Normal
UCEC_C3L.00930_N	UCEC	0	Normal
UCEC_C3N.00866_N	UCEC	0	Normal
UCEC_C3L.00932_N	UCEC	0	Normal
UCEC_C3L.00963_N	UCEC	0	Normal
UCEC_C3L.00770_N	UCEC	0	Normal
UCEC_C3N.00200_N	UCEC	0	Normal
UCEC_C3N.01211_N	UCEC	0	Normal
UCEC_C3L.00771_N	UCEC	0	Normal
UCEC_C3L.00563_N	UCEC	0	Normal
UCEC_C3L.00605_N	UCEC	0	Normal
UCEC_C3N.01346_N	UCEC	0	Normal
UCEC_NX1	UCEC	0	Normal
UCEC_NX2	UCEC	0	Normal
UCEC_NX3	UCEC	0	Normal
UCEC_NX4	UCEC	0	Normal
UCEC_NX5	UCEC	0	Normal
UCEC_NX6	UCEC	0	Normal
UCEC_NX7	UCEC	0	Normal
UCEC_NX8	UCEC	0	Normal
UCEC_NX9	UCEC	0	Normal
UCEC_NX12	UCEC	0	Normal
UCEC_NX17	UCEC	0	Normal
UCEC_NX13	UCEC	0	Normal
UCEC_NX14	UCEC	0	Normal
UCEC_NX10	UCEC	0	Normal
UCEC_NX16	UCEC	0	Normal
UCEC_NX18	UCEC	0	Normal
UCEC_NX11	UCEC	0	Normal
UCEC_NX15	UCEC	0	Normal
PDCJHU_C3L.00589_N	PDCJHU	0	Normal
PDCJHU_C3L.03123_N	PDCJHU	0	Normal
PDCJHU_C3L.01687_N	PDCJHU	0	Normal
PDCJHU_C3N.03884_N	PDCJHU	0	Normal
PDCJHU_C3L.02890_N	PDCJHU	0	Normal
PDCJHU_C3L.03630_N	PDCJHU	0	Normal
PDCJHU_C3L.03356_N	PDCJHU	0	Normal
PDCJHU_C3L.01054_N	PDCJHU	0	Normal
PDCJHU_C3N.04283_N	PDCJHU	0	Normal
PDCJHU_C3L.04495_N	PDCJHU	0	Normal
PDCJHU_C3N.03853_N	PDCJHU	0	Normal
PDCJHU_C3L.02610_N	PDCJHU	0	Normal
PDCJHU_C3L.03388_N	PDCJHU	0	Normal
PDCJHU_C3L.03371_N	PDCJHU	0	Normal
PDCJHU_C3N.02768_N	PDCJHU	0	Normal
PDCJHU_C3L.01689_N	PDCJHU	0	Normal
PDCJHU_C3N.01900_N	PDCJHU	0	Normal
PDCJHU_C3L.03628_N	PDCJHU	0	Normal
