Sample	Cancertype	Cancertype_PDC	TN
HNSCC_C3L.04025.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01645.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03488.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01758.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02727.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03009.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01755.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00997.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03620.T	HNSCC	HNSCC	tumor
HNSCC_C3L.02617.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01944.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02333.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03933.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00857.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03849.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02695.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01339.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00995.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00498.T	HNSCC	HNSCC	tumor
HNSCC_C3L.04354.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01947.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04276.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01948.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03456.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02925.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03782.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03928.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03490.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03487.T	HNSCC	HNSCC	tumor
HNSCC_C3L.02651.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03612.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03028.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04611.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02694.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03012.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00299.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01752.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04275.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03226.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01757.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01858.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02716.T	HNSCC	HNSCC	tumor
HNSCC_C3L.02621.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00822.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00204.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03888.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03841.T	HNSCC	HNSCC	tumor
HNSCC_C3L.04791.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00307.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00519.T	HNSCC	HNSCC	tumor
HNSCC_C3L.01237.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03619.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03433.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03013.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04273.T	HNSCC	HNSCC	tumor
HNSCC_CPT0235470002.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00977.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00871.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03015.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02700.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00825.T	HNSCC	HNSCC	tumor
HNSCC_CPT0169750003.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03027.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04152.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02713.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03783.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01620.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03664.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04280.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01943.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00828.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03011.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03889.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01337.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03457.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02730.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03042.T	HNSCC	HNSCC	tumor
HNSCC_CPT0229220002.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00297.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01945.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03878.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03781.T	HNSCC	HNSCC	tumor
HNSCC_CPT0163250003.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00295.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01756.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00994.T	HNSCC	HNSCC	tumor
HNSCC_C3L.04849.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04277.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01340.T	HNSCC	HNSCC	tumor
HNSCC_CPT0169740004.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04278.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01946.T	HNSCC	HNSCC	tumor
HNSCC_C3L.04844.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03045.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02714.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03837.T	HNSCC	HNSCC	tumor
HNSCC_C3L.03378.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03458.T	HNSCC	HNSCC	tumor
HNSCC_C3L.01138.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02279.T	HNSCC	HNSCC	tumor
HNSCC_CPT0229230003.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00829.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01338.T	HNSCC	HNSCC	tumor
HNSCC_C3N.02275.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01754.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00999.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03785.T	HNSCC	HNSCC	tumor
HNSCC_C3N.00306.T	HNSCC	HNSCC	tumor
HNSCC_C3L.00987.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03008.T	HNSCC	HNSCC	tumor
HNSCC_C3N.03876.T	HNSCC	HNSCC	tumor
HNSCC_C3N.01859.T	HNSCC	HNSCC	tumor
HNSCC_C3N.04279.T	HNSCC	HNSCC	tumor
HNSCC_CPT0229190003.T	HNSCC	HNSCC	tumor
EOGC_T112	EOGC	EOGC	tumor
EOGC_T116	EOGC	EOGC	tumor
EOGC_T118	EOGC	EOGC	tumor
EOGC_T120	EOGC	EOGC	tumor
EOGC_T124	EOGC	EOGC	tumor
EOGC_T132	EOGC	EOGC	tumor
EOGC_T136	EOGC	EOGC	tumor
EOGC_T138	EOGC	EOGC	tumor
EOGC_T140	EOGC	EOGC	tumor
EOGC_T14	EOGC	EOGC	tumor
EOGC_T236	EOGC	EOGC	tumor
EOGC_T144	EOGC	EOGC	tumor
EOGC_T146	EOGC	EOGC	tumor
EOGC_T202	EOGC	EOGC	tumor
EOGC_T148	EOGC	EOGC	tumor
EOGC_T150	EOGC	EOGC	tumor
EOGC_T156	EOGC	EOGC	tumor
EOGC_T16	EOGC	EOGC	tumor
EOGC_T162	EOGC	EOGC	tumor
EOGC_T164	EOGC	EOGC	tumor
EOGC_T166	EOGC	EOGC	tumor
EOGC_T168	EOGC	EOGC	tumor
EOGC_T170	EOGC	EOGC	tumor
EOGC_T174	EOGC	EOGC	tumor
EOGC_T180	EOGC	EOGC	tumor
EOGC_T18	EOGC	EOGC	tumor
EOGC_T182	EOGC	EOGC	tumor
EOGC_T190	EOGC	EOGC	tumor
EOGC_T192	EOGC	EOGC	tumor
EOGC_T226	EOGC	EOGC	tumor
EOGC_T194	EOGC	EOGC	tumor
EOGC_T200	EOGC	EOGC	tumor
EOGC_T196	EOGC	EOGC	tumor
EOGC_T204	EOGC	EOGC	tumor
EOGC_T218	EOGC	EOGC	tumor
EOGC_T210	EOGC	EOGC	tumor
EOGC_T214	EOGC	EOGC	tumor
EOGC_T212	EOGC	EOGC	tumor
EOGC_T216	EOGC	EOGC	tumor
EOGC_T220	EOGC	EOGC	tumor
EOGC_T22	EOGC	EOGC	tumor
EOGC_T222	EOGC	EOGC	tumor
EOGC_T232	EOGC	EOGC	tumor
EOGC_T258	EOGC	EOGC	tumor
EOGC_T2398	EOGC	EOGC	tumor
EOGC_T5264	EOGC	EOGC	tumor
EOGC_T24	EOGC	EOGC	tumor
EOGC_T248	EOGC	EOGC	tumor
EOGC_T250	EOGC	EOGC	tumor
EOGC_T254	EOGC	EOGC	tumor
EOGC_T90	EOGC	EOGC	tumor
EOGC_T26	EOGC	EOGC	tumor
EOGC_T266	EOGC	EOGC	tumor
EOGC_T270	EOGC	EOGC	tumor
EOGC_T268	EOGC	EOGC	tumor
EOGC_T272	EOGC	EOGC	tumor
EOGC_T28	EOGC	EOGC	tumor
EOGC_T30	EOGC	EOGC	tumor
EOGC_T32	EOGC	EOGC	tumor
EOGC_T34	EOGC	EOGC	tumor
EOGC_T36	EOGC	EOGC	tumor
EOGC_T38	EOGC	EOGC	tumor
EOGC_T40	EOGC	EOGC	tumor
EOGC_T42	EOGC	EOGC	tumor
EOGC_T44	EOGC	EOGC	tumor
EOGC_T62	EOGC	EOGC	tumor
EOGC_T46	EOGC	EOGC	tumor
EOGC_T5358	EOGC	EOGC	tumor
EOGC_T5374	EOGC	EOGC	tumor
EOGC_T5382	EOGC	EOGC	tumor
EOGC_T5760	EOGC	EOGC	tumor
EOGC_T54	EOGC	EOGC	tumor
EOGC_T56	EOGC	EOGC	tumor
EOGC_T60	EOGC	EOGC	tumor
EOGC_T64	EOGC	EOGC	tumor
EOGC_T66	EOGC	EOGC	tumor
EOGC_T68	EOGC	EOGC	tumor
EOGC_T88	EOGC	EOGC	tumor
EOGC_T92	EOGC	EOGC	tumor
EOGC_T96	EOGC	EOGC	tumor
CO_01CO008_T	CRC	CRC	tumor
CO_22CO006_T	CRC	CRC	tumor
CO_05CO002_T	CRC	CRC	tumor
CO_11CO036_T	CRC	CRC	tumor
CO_20CO006_T	CRC	CRC	tumor
CO_01CO019_T	CRC	CRC	tumor
CO_09CO005_T	CRC	CRC	tumor
CO_05CO053_T	CRC	CRC	tumor
CO_05CO045_T	CRC	CRC	tumor
CO_05CO035_T	CRC	CRC	tumor
CO_05CO044_T	CRC	CRC	tumor
CO_20CO001_T	CRC	CRC	tumor
CO_11CO053_T	CRC	CRC	tumor
CO_20CO007_T	CRC	CRC	tumor
CO_11CO008_T	CRC	CRC	tumor
CO_11CO019_T	CRC	CRC	tumor
CO_11CO033_T	CRC	CRC	tumor
CO_05CO039_T	CRC	CRC	tumor
CO_11CO020_T	CRC	CRC	tumor
CO_21CO007_T	CRC	CRC	tumor
CO_05CO041_T	CRC	CRC	tumor
CO_05CO034_T	CRC	CRC	tumor
CO_05CO054_T	CRC	CRC	tumor
CO_05CO029_T	CRC	CRC	tumor
CO_20CO003_T	CRC	CRC	tumor
CO_15CO002_T	CRC	CRC	tumor
CO_11CO022_T	CRC	CRC	tumor
CO_09CO019_T	CRC	CRC	tumor
CO_11CO032_T	CRC	CRC	tumor
CO_11CO043_T	CRC	CRC	tumor
CO_11CO018_T	CRC	CRC	tumor
CO_11CO077_T	CRC	CRC	tumor
CO_22CO004_T	CRC	CRC	tumor
CO_09CO014_T	CRC	CRC	tumor
CO_16CO011_T	CRC	CRC	tumor
CO_11CO051_T	CRC	CRC	tumor
CO_11CO021_T	CRC	CRC	tumor
CO_09CO018_T	CRC	CRC	tumor
CO_11CO037_T	CRC	CRC	tumor
CO_11CO054_T	CRC	CRC	tumor
CO_09CO011_T	CRC	CRC	tumor
CO_20CO004_T	CRC	CRC	tumor
CO_01CO014_T	CRC	CRC	tumor
CO_05CO032_T	CRC	CRC	tumor
CO_11CO052_T	CRC	CRC	tumor
CO_05CO020_T	CRC	CRC	tumor
CO_05CO049_T	CRC	CRC	tumor
CO_05CO037_T	CRC	CRC	tumor
CO_05CO048_T	CRC	CRC	tumor
CO_11CO048_T	CRC	CRC	tumor
CO_09CO008_T	CRC	CRC	tumor
CO_11CO045_T	CRC	CRC	tumor
CO_14CO003_T	CRC	CRC	tumor
CO_05CO026_T	CRC	CRC	tumor
CO_21CO006_T	CRC	CRC	tumor
CO_11CO030_T	CRC	CRC	tumor
CO_11CO062_T	CRC	CRC	tumor
CO_11CO047_T	CRC	CRC	tumor
CO_11CO072_T	CRC	CRC	tumor
CO_11CO031_T	CRC	CRC	tumor
CO_11CO044_T	CRC	CRC	tumor
CO_01CO005_T	CRC	CRC	tumor
CO_05CO028_T	CRC	CRC	tumor
CO_09CO015_T	CRC	CRC	tumor
CO_11CO079_T	CRC	CRC	tumor
CO_05CO047_T	CRC	CRC	tumor
CO_11CO042_T	CRC	CRC	tumor
CO_05CO015_T	CRC	CRC	tumor
CO_01CO022_T	CRC	CRC	tumor
CO_11CO005_T	CRC	CRC	tumor
CO_11CO039_T	CRC	CRC	tumor
CO_11CO010_T	CRC	CRC	tumor
CO_09CO022_T	CRC	CRC	tumor
CO_14CO005_T	CRC	CRC	tumor
CO_09CO013_T	CRC	CRC	tumor
CO_11CO057_T	CRC	CRC	tumor
CO_01CO006_T	CRC	CRC	tumor
CO_16CO002_T	CRC	CRC	tumor
CO_11CO058_T	CRC	CRC	tumor
CO_11CO027_T	CRC	CRC	tumor
CO_11CO007_T	CRC	CRC	tumor
CO_01CO015_T	CRC	CRC	tumor
CO_05CO003_T	CRC	CRC	tumor
CO_05CO006_T	CRC	CRC	tumor
CO_16CO006_T	CRC	CRC	tumor
CO_09CO006_T	CRC	CRC	tumor
CO_11CO061_T	CRC	CRC	tumor
CO_01CO013_T	CRC	CRC	tumor
CO_06CO001_T	CRC	CRC	tumor
CO_27CO004_T	CRC	CRC	tumor
CO_05CO050_T	CRC	CRC	tumor
CO_15CO001_T	CRC	CRC	tumor
CO_06CO002_T	CRC	CRC	tumor
CO_16CO003_T	CRC	CRC	tumor
CO_11CO070_T	CRC	CRC	tumor
CO_05CO033_T	CRC	CRC	tumor
CO_05CO011_T	CRC	CRC	tumor
BRCA_A0D0	BRCA	BRCA	tumor
BRCA_A0HK	BRCA	BRCA	tumor
BRCA_A12T	BRCA	BRCA	tumor
BRCA_A0D2	BRCA	BRCA	tumor
BRCA_A12U	BRCA	BRCA	tumor
BRCA_A1AS	BRCA	BRCA	tumor
BRCA_A0EV	BRCA	BRCA	tumor
BRCA_A0AM	BRCA	BRCA	tumor
BRCA_A142	BRCA	BRCA	tumor
BRCA_A0SW	BRCA	BRCA	tumor
BRCA_A0JL	BRCA	BRCA	tumor
BRCA_A0BV	BRCA	BRCA	tumor
BRCA_A0T6	BRCA	BRCA	tumor
BRCA_A158	BRCA	BRCA	tumor
BRCA_A15A	BRCA	BRCA	tumor
BRCA_A0T7	BRCA	BRCA	tumor
BRCA_A12Q	BRCA	BRCA	tumor
BRCA_A079	BRCA	BRCA	tumor
BRCA_A0YF	BRCA	BRCA	tumor
BRCA_A0DD	BRCA	BRCA	tumor
BRCA_A0E9	BRCA	BRCA	tumor
BRCA_A0YG	BRCA	BRCA	tumor
BRCA_A150	BRCA	BRCA	tumor
BRCA_A18N	BRCA	BRCA	tumor
BRCA_A0YM	BRCA	BRCA	tumor
BRCA_A0C7	BRCA	BRCA	tumor
BRCA_A0SX	BRCA	BRCA	tumor
BRCA_A0CD	BRCA	BRCA	tumor
BRCA_A12W	BRCA	BRCA	tumor
BRCA_A0AL	BRCA	BRCA	tumor
BRCA_A0CE	BRCA	BRCA	tumor
BRCA_A0C0	BRCA	BRCA	tumor
BRCA_A0YC	BRCA	BRCA	tumor
BRCA_A0CJ	BRCA	BRCA	tumor
BRCA_A12F	BRCA	BRCA	tumor
BRCA_A0YL	BRCA	BRCA	tumor
BRCA_A06Z	BRCA	BRCA	tumor
BRCA_A0D1	BRCA	BRCA	tumor
BRCA_A0CM	BRCA	BRCA	tumor
BRCA_A09G	BRCA	BRCA	tumor
BRCA_A131_2	BRCA	BRCA	tumor
BRCA_A134	BRCA	BRCA	tumor
BRCA_A09I	BRCA	BRCA	tumor
BRCA_A12L	BRCA	BRCA	tumor
BRCA_A0EX	BRCA	BRCA	tumor
BRCA_A0FL	BRCA	BRCA	tumor
BRCA_A0DG	BRCA	BRCA	tumor
BRCA_A0AS	BRCA	BRCA	tumor
BRCA_A0JC	BRCA	BRCA	tumor
BRCA_A08Z	BRCA	BRCA	tumor
BRCA_A0TX	BRCA	BRCA	tumor
BRCA_A0JE	BRCA	BRCA	tumor
BRCA_A0T2	BRCA	BRCA	tumor
BRCA_A0AJ	BRCA	BRCA	tumor
BRCA_A0JM	BRCA	BRCA	tumor
BRCA_A12V	BRCA	BRCA	tumor
BRCA_A08G	BRCA	BRCA	tumor
BRCA_A12D_2	BRCA	BRCA	tumor
BRCA_A04A	BRCA	BRCA	tumor
BRCA_A0AV	BRCA	BRCA	tumor
BRCA_A12D_1	BRCA	BRCA	tumor
BRCA_A131_1	BRCA	BRCA	tumor
BRCA_A12B_1	BRCA	BRCA	tumor
BRCA_A12E	BRCA	BRCA	tumor
BRCA_A06N	BRCA	BRCA	tumor
BRCA_A0T1	BRCA	BRCA	tumor
BRCA_A0TR	BRCA	BRCA	tumor
BRCA_A03O	BRCA	BRCA	tumor
BRCA_A18R	BRCA	BRCA	tumor
BRCA_A0TT	BRCA	BRCA	tumor
BRCA_A1AQ	BRCA	BRCA	tumor
BRCA_A12B_2	BRCA	BRCA	tumor
BRCA_A0TV	BRCA	BRCA	tumor
BRCA_A12Z	BRCA	BRCA	tumor
BRCA_A0JJ	BRCA	BRCA	tumor
BRCA_A0TY	BRCA	BRCA	tumor
BRCA_A0U4	BRCA	BRCA	tumor
BRCA_A0HP	BRCA	BRCA	tumor
BRCA_A1AP	BRCA	BRCA	tumor
BRCA_A0FK	BRCA	BRCA	tumor
BRCA_A0J6	BRCA	BRCA	tumor
BRCA_A1AW	BRCA	BRCA	tumor
BRCA_A1AV	BRCA	BRCA	tumor
BRCA_A135	BRCA	BRCA	tumor
BRCA_A0EE	BRCA	BRCA	tumor
BRCA_A0J9	BRCA	BRCA	tumor
BRCA_A0E0	BRCA	BRCA	tumor
BRCA_A18U	BRCA	BRCA	tumor
BRCA_A0YI	BRCA	BRCA	tumor
BRCA_A0EQ	BRCA	BRCA	tumor
BRCA_A18V	BRCA	BRCA	tumor
BRCA_A13F	BRCA	BRCA	tumor
BRCA_A0E1	BRCA	BRCA	tumor
BRCA_A12P	BRCA	BRCA	tumor
BRCA_A0C1	BRCA	BRCA	tumor
BRCA_A0EY	BRCA	BRCA	tumor
BRCA_A138	BRCA	BRCA	tumor
BRCA_A154	BRCA	BRCA	tumor
BRCA_A0BZ	BRCA	BRCA	tumor
BRCA_A13Y	BRCA	BRCA	tumor
BRCA_A076	BRCA	BRCA	tumor
BRCA_A126	BRCA	BRCA	tumor
BRCA_A10A	BRCA	BRCA	tumor
BRCA_A18Q	BRCA	BRCA	tumor
BRCA_A130	BRCA	BRCA	tumor
BRCA_A159	BRCA	BRCA	tumor
BRCA_A0T3	BRCA	BRCA	tumor
BRCA_A0YD	BRCA	BRCA	tumor
CCRCC_C3L.01287_N	RCC	RCC	normal
CCRCC_C3L.00561_N	RCC	RCC	normal
CCRCC_C3N.01524_N	RCC	RCC	normal
CCRCC_C3L.01603_N	RCC	RCC	normal
CCRCC_NCI7.1_N	RCC	RCC	normal
CCRCC_C3N.00834_N	RCC	RCC	normal
CCRCC_C3N.01214_N	RCC	RCC	normal
CCRCC_C3N.01261_N	RCC	RCC	normal
CCRCC_C3L.00917_N	RCC	RCC	normal
CCRCC_C3L.00607_N	RCC	RCC	normal
CCRCC_C3N.00194_N	RCC	RCC	normal
CCRCC_C3L.00010_N	RCC	RCC	normal
CCRCC_C3L.01861_N	RCC	RCC	normal
CCRCC_QC1_N	RCC	RCC	normal
CCRCC_C3N.01646_N	RCC	RCC	normal
CCRCC_C3L.01281_N	RCC	RCC	normal
CCRCC_C3N.00495_N	RCC	RCC	normal
CCRCC_C3N.00831_N	RCC	RCC	normal
CCRCC_C3L.00183_N	RCC	RCC	normal
CCRCC_C3N.00168_N	RCC	RCC	normal
CCRCC_C3L.00369_N	RCC	RCC	normal
CCRCC_C3L.00791_N	RCC	RCC	normal
CCRCC_C3L.00097_N	RCC	RCC	normal
CCRCC_C3L.00004_N	RCC	RCC	normal
CCRCC_C3N.00953_N	RCC	RCC	normal
CCRCC_C3N.00150_N	RCC	RCC	normal
CCRCC_QC2_N	RCC	RCC	normal
CCRCC_C3N.00244_N	RCC	RCC	normal
CCRCC_C3N.01178_N	RCC	RCC	normal
CCRCC_C3L.00583_N	RCC	RCC	normal
CCRCC_C3L.00088_N	RCC	RCC	normal
CCRCC_QC3_N	RCC	RCC	normal
CCRCC_C3L.00814_N	RCC	RCC	normal
CCRCC_C3L.01885_N	RCC	RCC	normal
CCRCC_NCI7.2_N	RCC	RCC	normal
CCRCC_C3L.00908_N	RCC	RCC	normal
CCRCC_C3L.00026_N	RCC	RCC	normal
CCRCC_NCI7.3_N	RCC	RCC	normal
CCRCC_C3L.00447_N	RCC	RCC	normal
CCRCC_C3L.00416_N	RCC	RCC	normal
CCRCC_C3N.00246_N	RCC	RCC	normal
CCRCC_C3N.00148_N	RCC	RCC	normal
CCRCC_C3N.00646_N	RCC	RCC	normal
CCRCC_C3L.00902_N	RCC	RCC	normal
CCRCC_C3L.00096_N	RCC	RCC	normal
CCRCC_C3L.01836_N	RCC	RCC	normal
CCRCC_C3N.00177_N	RCC	RCC	normal
CCRCC_C3N.01200_N	RCC	RCC	normal
CCRCC_C3L.00011_N	RCC	RCC	normal
CCRCC_QC4_N	RCC	RCC	normal
CCRCC_C3N.01175_N	RCC	RCC	normal
CCRCC_NCI7.4_N	RCC	RCC	normal
CCRCC_C3N.01808_N	RCC	RCC	normal
CCRCC_C3N.01176_N	RCC	RCC	normal
CCRCC_C3L.00103_N	RCC	RCC	normal
CCRCC_C3N.01649_N	RCC	RCC	normal
CCRCC_C3N.00149_N	RCC	RCC	normal
CCRCC_C3L.00581_N	RCC	RCC	normal
CCRCC_C3L.01313_N	RCC	RCC	normal
CCRCC_C3N.00573_N	RCC	RCC	normal
CCRCC_C3L.01302_N	RCC	RCC	normal
CCRCC_NCI7.5_N	RCC	RCC	normal
CCRCC_C3N.01361_N	RCC	RCC	normal
CCRCC_C3N.01651_N	RCC	RCC	normal
CCRCC_C3L.00360_N	RCC	RCC	normal
CCRCC_C3L.00448_N	RCC	RCC	normal
CCRCC_C3L.00907_N	RCC	RCC	normal
CCRCC_C3L.01286_N	RCC	RCC	normal
CCRCC_C3L.01607_N	RCC	RCC	normal
CCRCC_QC5_N	RCC	RCC	normal
CCRCC_C3N.01179_N	RCC	RCC	normal
CCRCC_C3L.00606_N	RCC	RCC	normal
CCRCC_QC6_N	RCC	RCC	normal
CCRCC_C3N.01648_N	RCC	RCC	normal
CCRCC_C3N.00242_N	RCC	RCC	normal
CCRCC_C3L.00418_N	RCC	RCC	normal
CCRCC_C3N.00577_N	RCC	RCC	normal
CCRCC_C3L.01882_N	RCC	RCC	normal
CCRCC_QC7_N	RCC	RCC	normal
CCRCC_C3N.00733_N	RCC	RCC	normal
CCRCC_C3L.00910_N	RCC	RCC	normal
CCRCC_C3L.00079_N	RCC	RCC	normal
CCRCC_QC8_N	RCC	RCC	normal
CCRCC_C3N.01522_N	RCC	RCC	normal
CCRCC_C3N.01220_N	RCC	RCC	normal
CCRCC_C3N.00852_N	RCC	RCC	normal
CCRCC_C3N.00320_N	RCC	RCC	normal
CCRCC_C3N.00437_N	RCC	RCC	normal
CCRCC_C3N.00492_N	RCC	RCC	normal
CCRCC_C3N.00491_N	RCC	RCC	normal
CCRCC_C3N.00314_N	RCC	RCC	normal
CCRCC_C3N.00435_N	RCC	RCC	normal
CCRCC_C3N.00317_N	RCC	RCC	normal
CCRCC_C3N.00310_N	RCC	RCC	normal
CCRCC_C3N.00390_N	RCC	RCC	normal
CCRCC_C3N.00312_N	RCC	RCC	normal
CCRCC_C3N.00494_N	RCC	RCC	normal
CO_11CO037_N	CRC	CRC	normal
CO_11CO051_N	CRC	CRC	normal
CO_05CO035_N	CRC	CRC	normal
CO_20CO001_N	CRC	CRC	normal
CO_05CO045_N	CRC	CRC	normal
CO_15CO001_N	CRC	CRC	normal
CO_11CO019_N	CRC	CRC	normal
CO_05CO041_N	CRC	CRC	normal
CO_11CO042_N	CRC	CRC	normal
CO_05CO033_N	CRC	CRC	normal
CO_11CO008_N	CRC	CRC	normal
CO_09CO008_N	CRC	CRC	normal
CO_05CO044_N	CRC	CRC	normal
CO_09CO005_N	CRC	CRC	normal
CO_05CO007_N	CRC	CRC	normal
CO_21CO007_N	CRC	CRC	normal
CO_01CO006_N	CRC	CRC	normal
CO_05CO050_N	CRC	CRC	normal
CO_05CO011_N	CRC	CRC	normal
CO_11CO021_N	CRC	CRC	normal
CO_01CO014_N	CRC	CRC	normal
CO_09CO006_N	CRC	CRC	normal
CO_15CO002_N	CRC	CRC	normal
CO_11CO018_N	CRC	CRC	normal
CO_27CO004_N	CRC	CRC	normal
CO_09CO015_N	CRC	CRC	normal
CO_11CO070_N	CRC	CRC	normal
CO_01CO001_N	CRC	CRC	normal
CO_14CO002_N	CRC	CRC	normal
CO_11CO033_N	CRC	CRC	normal
CO_16CO006_N	CRC	CRC	normal
CO_05CO029_N	CRC	CRC	normal
CO_05CO003_N	CRC	CRC	normal
CO_05CO049_N	CRC	CRC	normal
CO_11CO031_N	CRC	CRC	normal
CO_05CO015_N	CRC	CRC	normal
CO_11CO052_N	CRC	CRC	normal
CO_05CO026_N	CRC	CRC	normal
CO_11CO007_N	CRC	CRC	normal
CO_05CO054_N	CRC	CRC	normal
CO_05CO034_N	CRC	CRC	normal
CO_11CO054_N	CRC	CRC	normal
CO_11CO027_N	CRC	CRC	normal
CO_11CO061_N	CRC	CRC	normal
CO_05CO053_N	CRC	CRC	normal
CO_11CO048_N	CRC	CRC	normal
CO_01CO013_N	CRC	CRC	normal
CO_11CO047_N	CRC	CRC	normal
CO_22CO006_N	CRC	CRC	normal
CO_14CO005_N	CRC	CRC	normal
CO_01CO015_N	CRC	CRC	normal
CO_11CO032_N	CRC	CRC	normal
CO_11CO077_N	CRC	CRC	normal
CO_11CO053_N	CRC	CRC	normal
CO_09CO022_N	CRC	CRC	normal
CO_20CO007_N	CRC	CRC	normal
CO_20CO006_N	CRC	CRC	normal
CO_01CO008_N	CRC	CRC	normal
CO_11CO020_N	CRC	CRC	normal
CO_11CO044_N	CRC	CRC	normal
CO_11CO057_N	CRC	CRC	normal
CO_11CO010_N	CRC	CRC	normal
CO_05CO020_N	CRC	CRC	normal
CO_20CO004_N	CRC	CRC	normal
CO_01CO019_N	CRC	CRC	normal
CO_16CO011_N	CRC	CRC	normal
CO_11CO072_N	CRC	CRC	normal
CO_05CO039_N	CRC	CRC	normal
CO_11CO045_N	CRC	CRC	normal
CO_11CO005_N	CRC	CRC	normal
