EntrezID,Gene,Ensembl,Genomic Location,Core GESP Score ,Final GESP Score ,Integral monotopic GESP,GPCR,Ion Channel,Kinase,Enzyme,Transporter
341416,OR6C2,ENSG00000179695,chr12:55452214-55453152:+,7,9,,1,,,,
8386,OR1D5,ENSG00000262628,chr17:3062669-3063607:-,7,9,,1,,,,
285659,OR2V2,ENSG00000182613,chr5:181154943-181155890:+,7,9,,1,,,,
79470,OR51J1,ENSG00000184321,chr11:5402597-5403547:+,7,9,,1,,,,
219956,OR9Q1,ENSG00000186509,chr11:58023881-58181616:+,7,9,,1,,,,
26538,OR10H2,ENSG00000171942,chr19:15728020-15729060:+,7,9,,1,,,,
81470,OR2G2,ENSG00000177489,chr1:247588360-247589313:+,7,9,,1,,,,
390883,OR7G3,ENSG00000170920,chr19:9126012-9126950:-,7,9,,1,,,,
219982,OR5A1,ENSG00000172320,chr11:59443144-59444194:+,7,9,,1,,,,
391194,OR2M2,ENSG00000198601,chr1:248179986-248181029:+,7,9,,1,,,,
338674,OR5F1,ENSG00000149133,chr11:55993681-55994625:-,7,9,,1,,,,
442184,OR2B3,ENSG00000204703,chr6:29086307-29087313:-,7,9,,1,,,,
130075,OR9A4,ENSG00000258083,chr7:141918817-141919909:+,7,9,,1,,,,
81442,OR6N2,ENSG00000188340,chr1:158776682-158777635:-,7,9,,1,,,,
219482,OR5M3,ENSG00000174937,chr11:56469574-56470497:-,7,9,,1,,,,
284433,OR10H5,ENSG00000172519,chr19:15793951-15795082:+,7,9,,1,,,,
338755,OR2AG2,ENSG00000188124,chr11:6767987-6769055:-,7,9,,1,,,,
256144,OR4C3,ENSG00000176547,chr11:48324920-48328471:+,7,9,,1,,,,
120775,OR2D3,ENSG00000178358,chr11:6920974-6922043:+,7,9,,1,,,,
390265,OR10G7,ENSG00000182634,chr11:124038066-124039010:-,7,9,,1,,,,
2856,GPR33,ENSG00000214943,chr14:31482964-31487945:-,7,9,,1,,,,
255725,OR52B2,ENSG00000255307,chr11:6169330-6170408:-,7,9,,1,,,,
56923,NMUR2,ENSG00000132911,chr5:152391532-152433368:-,7,9,,1,,,,
283694,OR4N4,ENSG00000183706,chr15:22094431-22095556:+,7,9,,1,,,,
343170,OR14K1,ENSG00000153230,chr1:247738615-247739559:+,7,9,,1,,,,
128366,OR6P1,ENSG00000186440,chr1:158562651-158563604:-,7,9,,1,,,,
391112,OR6Y1,ENSG00000197532,chr1:158547128-158548105:-,7,9,,1,,,,
390066,OR52D1,ENSG00000181609,chr11:5488685-5489749:+,7,9,,1,,,,
150681,OR6B3,ENSG00000178586,chr2:240045077-240046072:-,7,9,,1,,,,
121130,OR10P1,ENSG00000175398,chr12:55636860-55637854:+,7,9,,1,,,,
254783,OR6C74,ENSG00000197706,chr12:55247198-55248302:+,7,9,,1,,,,
138803,OR13C3,ENSG00000204246,chr9:104535749-104536856:-,7,9,,1,,,,
387748,OR56B1,ENSG00000181023,chr11:5736517-5737491:+,7,9,,1,,,,
347468,OR13H1,ENSG00000171054,chrX:131544074-131545000:+,7,9,,1,,,,
219464,OR5T2,ENSG00000181718,chr11:56232106-56233185:-,7,9,,1,,,,
2844,GPR21,ENSG00000188394,chr9:123034527-123035696:+,7,9,,1,,,,
8392,OR3A3,ENSG00000159961,chr17:3420568-3421533:+,7,9,,1,,,,
26493,OR8B8,ENSG00000197125,chr11:124440126-124441158:-,7,9,,1,,,,
390174,OR9G1,ENSG00000174914,chr11:56700388-56701305:+,7,9,,1,,,,
135946,OR6B1,ENSG00000221813,chr7:144003929-144004983:+,7,9,,1,,,,
81282,OR51G2,ENSG00000176893,chr11:4914719-4915663:-,7,9,,1,,,,
390064,OR51I2,ENSG00000187918,chr11:5453489-5454427:+,7,9,,1,,,,
390199,OR4D9,ENSG00000172742,chr11:59514913-59515857:+,7,9,,1,,,,
390261,OR6M1,ENSG00000196099,chr11:123805335-123806387:-,7,9,,1,,,,
390260,OR6X1,ENSG00000221931,chr11:123753488-123754545:-,7,9,,1,,,,
441670,OR4M1,ENSG00000176299,chr14:19780242-19781357:+,7,9,,1,,,,
26686,OR4E2,ENSG00000221977,chr14:21665083-21666024:+,7,9,,1,,,,
126541,OR10H4,ENSG00000176231,chr19:15949008-15949958:+,7,9,,1,,,,
390167,OR5M10,ENSG00000254834,chr11:56576774-56577721:-,7,9,,1,,,,
120586,OR8I2,ENSG00000172154,chr11:56093308-56094240:+,7,9,,1,,,,
254786,OR6C3,ENSG00000205329,chr12:55331701-55332636:+,7,9,,1,,,,
79490,OR10G6,ENSG00000198674,chr11:123994163-123995161:-,7,9,,1,,,,
219875,OR4D5,ENSG00000171014,chr11:123939543-123940637:+,7,9,,1,,,,
338675,OR5AP2,ENSG00000172464,chr11:56641466-56642471:-,7,9,,1,,,,
26693,OR2V1,ENSG00000185372,chr5:181124357-181125304:-,7,9,,1,,,,
390321,OR6C1,ENSG00000205330,chr12:55320561-55321624:+,7,9,,1,,,,
390201,OR10V1,ENSG00000172289,chr11:59712823-59713864:-,7,9,,1,,,,
392391,OR5C1,ENSG00000148215,chr9:122788933-122789895:+,7,9,,1,,,,
390082,OR52E5,ENSG00000277932,chr11:5900777-5902090:+,7,9,,1,,,,
219957,OR9Q2,ENSG00000186513,chr11:58190434-58191518:+,7,9,,1,,,,
81309,OR4C15,ENSG00000181939,chr11:55554307-55555419:+,7,9,,1,,,,
81168,OR8J3,ENSG00000167822,chr11:56136771-56137718:-,7,9,,1,,,,
390181,OR5AK2,ENSG00000181273,chr11:56988872-56989867:+,7,9,,1,,,,
441669,OR4Q3,ENSG00000182652,chr14:19747428-19748369:+,7,9,,1,,,,
79549,OR6J1,ENSG00000255804,chr14:22633768-22634811:-,7,9,,1,,,,
219965,OR5B17,ENSG00000197786,chr11:58358124-58359069:-,7,9,,1,,,,
119749,OR4C46,ENSG00000185926,chr11:54603069-54603998:-,7,9,,1,,,,
219954,OR9I1,ENSG00000172377,chr11:58118500-58119444:-,7,9,,1,,,,
283111,OR51V1,ENSG00000176742,chr11:5199735-5200700:-,7,9,,1,,,,
26338,OR5L2,ENSG00000205030,chr11:55827219-55828154:+,7,9,,1,,,,
390067,OR52H1,ENSG00000181616,chr11:5544561-5545523:-,7,9,,1,,,,
26339,OR5K1,ENSG00000232382,chr3:98469480-98470576:+,7,9,,1,,,,
403274,OR5H15,ENSG00000233412,chr3:98168700-98198138:+,7,9,,1,,,,
403253,OR4A47,ENSG00000237388,chr11:48488717-48489780:+,7,9,,1,,,,
346517,OR6V1,ENSG00000225781,chr7:143052320-143053347:+,7,9,,1,,,,
441608,OR5B3,ENSG00000172769,chr11:58402464-58403409:-,7,9,,1,,,,
219986,OR4D11,ENSG00000176200,chr11:59503576-59504511:+,7,9,,1,,,,
81392,OR2AE1,ENSG00000244623,chr7:99875987-99877057:-,7,9,,1,,,,
390151,OR8H2,ENSG00000181767,chr11:56105018-56106055:+,7,9,,1,,,,
219469,OR8H1,ENSG00000181693,chr11:56290053-56291090:-,7,9,,1,,,,
390113,OR4X1,ENSG00000176567,chr11:48263861-48264778:+,7,9,,1,,,,
390162,OR5M9,ENSG00000150269,chr11:56462469-56463401:-,7,9,,1,,,,
219958,OR1S2,ENSG00000197887,chr11:58203202-58204181:-,7,9,,1,,,,
219447,OR5AS1,ENSG00000181785,chr11:56030419-56031393:+,7,9,,1,,,,
390649,OR4F15,ENSG00000182854,chr15:101805720-101819147:+,7,9,,1,,,,
390157,OR8K1,ENSG00000150261,chr11:56346039-56346998:+,7,9,,1,,,,
219968,OR5B21,ENSG00000198283,chr11:58507175-58508105:-,7,9,,1,,,,
219438,OR5D18,ENSG00000186119,chr11:55819630-55820571:+,7,9,,1,,,,
286365,OR13D1,ENSG00000179055,chr9:104694422-104695462:+,7,9,,1,,,,
283189,OR9G4,ENSG00000172457,chr11:56742827-56743811:-,7,9,,1,,,,
283092,OR4C13,ENSG00000258817,chr11:49952391-49953419:+,7,9,,1,,,,
403284,OR6C68,ENSG00000205327,chr12:55492378-55493316:+,7,9,,1,,,,
135924,OR9A2,ENSG00000179468,chr7:143026158-143027195:-,7,9,,1,,,,
392390,OR1L6,ENSG00000171459,chr9:122749740-122750783:+,7,9,,1,,,,
219429,OR4C11,ENSG00000172188,chr11:55603354-55604398:-,7,9,,1,,,,
341418,OR6C4,ENSG00000179626,chr12:55551199-55552244:+,7,9,,1,,,,
121129,OR2AP1,ENSG00000179615,chr12:55574415-55575344:+,7,9,,1,,,,
219484,OR5M8,ENSG00000181371,chr11:56490435-56491370:-,7,9,,1,,,,
390152,OR8H3,ENSG00000181761,chr11:56122373-56123311:+,7,9,,1,,,,
390144,OR5D16,ENSG00000205029,chr11:55838752-55839738:+,7,9,,1,,,,
403282,OR6C65,ENSG00000205328,chr12:55400430-55401505:+,7,9,,1,,,,
390323,OR6C75,ENSG00000187857,chr12:55365111-55366049:+,7,9,,1,,,,
219453,OR8K5,ENSG00000181752,chr11:56159394-56160317:-,7,9,,1,,,,
219477,OR8J1,ENSG00000172487,chr11:56360215-56361288:+,7,9,,1,,,,
26737,OR1L1,ENSG00000173679,chr9:122661566-122662648:+,7,9,,1,,,,
138802,OR13C8,ENSG00000186943,chr9:104569168-104570130:+,7,9,,1,,,,
283365,OR6C6,ENSG00000188324,chr12:55294288-55295232:-,7,9,,1,,,,
138804,OR13C4,ENSG00000148136,chr9:104526253-104527209:-,7,9,,1,,,,
254973,OR1L4,ENSG00000136939,chr9:122723990-122724925:+,7,9,,1,,,,
282775,OR5J2,ENSG00000174957,chr11:56176618-56177556:+,7,9,,1,,,,
403277,OR5K3,ENSG00000206536,chr3:98390666-98391631:+,7,9,,1,,,,
26735,OR1L3,ENSG00000171481,chr9:122675130-122676104:+,7,9,,1,,,,
219417,OR8U1,ENSG00000172199,chr11:56375624-56376553:+,7,9,,1,,,,
26341,OR5H1,ENSG00000231192,chr3:98132698-98133639:+,7,9,,1,,,,
219436,OR5D14,ENSG00000186113,chr11:55795556-55796500:+,7,9,,1,,,,
219431,OR4S2,ENSG00000174982,chr11:55650904-55651839:+,7,9,,1,,,,
55107,ANO1,ENSG00000131620,chr11:70078302-70189528:+,7,8.5,,,1,,,
8600,TNFSF11,ENSG00000120659,chr13:42562736-42608013:+,7,8.5,,,,,,
6531,SLC6A3,ENSG00000142319,chr5:1392790-1445430:-,7,8.5,,,,,,1
6098,ROS1,ENSG00000047936,chr6:117288300-117425855:-,7,8.5,,,,1,,
51151,SLC45A2,ENSG00000164175,chr5:33944616-33984730:-,7,8.5,,,,,,1
8788,DLK1,ENSG00000185559,chr14:100725705-100738224:+,7,8.5,,,,,,
1043,CD52,ENSG00000169442,chr1:26317957-26320523:+,7,8.5,,,,,,
4325,MMP16,ENSG00000156103,chr8:88032009-88328025:-,7,8.5,,,,,1,
51305,KCNK9,ENSG00000169427,chr8:139600838-139703056:-,7,8.5,,,1,,,
50507,NOX4,ENSG00000086991,chr11:89324356-89498187:-,7,8.5,,,,,1,
7292,TNFSF4,ENSG00000117586,chr1:173183734-173207313:-,7,8.5,,,,,,
6401,SELE,ENSG00000007908,chr1:169722641-169764705:-,7,8.5,,,,,,
2057,EPOR,ENSG00000187266,chr19:11377205-11384342:-,7,8.5,,,,,,
1638,DCT,ENSG00000080166,chr13:94436808-94479682:-,7,8.5,,,,,1,
7039,TGFA,ENSG00000163235,chr2:70447280-70554193:-,7,8.5,,,,,,
925,CD8A,ENSG00000153563,chr2:86784610-86808396:-,7,8.5,,,,,,
3822,KLRC2,ENSG00000205809,chr12:10426854-10442300:-,7,8.5,,,,,,
913,CD1E,ENSG00000158488,chr1:158353696-158357553:+,7,8.5,,,,,,
28514,DLL1,ENSG00000198719,chr6:170282206-170306565:-,7,8.5,,,,,,
54209,TREM2,ENSG00000095970,chr6:41158506-41163186:-,7,8.5,,,,,,
1143,CHRNB4,ENSG00000117971,chr15:78624119-78727754:-,7,8.5,,,1,,,
25805,BAMBI,ENSG00000095739,chr10:28677342-28682939:+,7,8.5,,,,,,
2700,GJA3,ENSG00000121743,chr13:20138255-20161049:-,7,8.5,,,,,,
113278,SLC52A3,ENSG00000101276,chr20:760080-776015:-,7,8.5,,,,,,1
2069,EREG,ENSG00000124882,chr4:74365143-74388751:+,7,8.5,,,,,,
5354,PLP1,ENSG00000123560,chrX:103773718-103792619:+,7,8.5,,,,,,
6505,SLC1A1,ENSG00000106688,chr9:4490444-4587469:+,7,8.5,,,,,,1
6556,SLC11A1,ENSG00000018280,chr2:218382029-218396894:+,7,8.5,,,,,,1
2323,FLT3LG,ENSG00000090554,chr19:49474207-49486231:+,7,8.5,,,,,1,
80736,SLC44A4,ENSG00000204385,chr6:31863192-31879046:-,7,8.5,,,,,,1
773,CACNA1A,ENSG00000141837,chr19:13206442-13623990:-,7,8.5,,,1,,,
10076,PTPRU,ENSG00000060656,chr1:29236516-29326813:+,7,8.5,,,,,1,
6564,SLC15A1,ENSG00000088386,chr13:98683801-98752654:-,7,8.5,,,,,,1
22953,P2RX2,ENSG00000187848,chr12:132618780-132622386:+,7,8.5,,,1,,,
8740,TNFSF14,ENSG00000125735,chr19:6661253-6670588:-,7,8.5,,,,,,
164656,TMPRSS6,ENSG00000187045,chr22:37065436-37109563:-,7,8.5,,,,,1,
8972,MGAM,ENSG00000257335,chr7:141907813-142106747:+,7,8.5,,,,,1,
2906,GRIN2D,ENSG00000105464,chr19:48394875-48444931:+,7,8.5,,,1,,,
1135,CHRNA2,ENSG00000120903,chr8:27459762-27479883:-,7,8.5,,,1,,,
57468,SLC12A5,ENSG00000124140,chr20:46021690-46060152:+,7,8.5,,,,,,1
151056,PLB1,ENSG00000163803,chr2:28457145-28643788:+,7,8.5,,,,,1,
6580,SLC22A1,ENSG00000175003,chr6:160121789-160158718:+,7,8.5,,,,,,1
116085,SLC22A12,ENSG00000197891,chr11:64590641-64602353:+,7,8.5,,,,,,1
3772,KCNJ15,ENSG00000157551,chr21:38157034-38307357:+,7,8.5,,,1,,,
220296,HEPACAM,ENSG00000165478,chr11:124919193-124936412:-,7,8.5,Y,,,,,
8784,TNFRSF18,ENSG00000186891,chr1:1203508-1206691:-,7,8.5,,,,,,
56667,MUC13,ENSG00000173702,chr3:124905442-124953819:-,7,8.5,,,,,,
53353,LRP1B,ENSG00000168702,chr2:140231423-142131701:-,7,8.5,,,,,,
1826,DSCAM,ENSG00000171587,chr21:40010999-40847139:-,7,8.5,,,,,,
9073,CLDN8,ENSG00000156284,chr21:30214006-30216073:-,7,8.5,,,,,,
3752,KCND3,ENSG00000171385,chr1:111770662-111989155:-,7,8.5,,,1,,,
1188,CLCNKB,ENSG00000184908,chr1:16043736-16057308:+,7,8.5,,,1,,,
6338,SCNN1B,ENSG00000168447,chr16:23278231-23381299:+,7,8.5,,,1,,,
6442,SGCA,ENSG00000108823,chr17:50164214-50175931:+,7,8.5,,,,,,
51208,CLDN18,ENSG00000066405,chr3:137998735-138033655:+,7,8.5,,,,,,
3460,IFNGR2,ENSG00000159128,chr21:33402896-33479348:+,7,8.5,,,,,,
57628,DPP10,ENSG00000175497,chr2:114442299-115845752:+,7,8.5,,,,,1,
51705,EMCN,ENSG00000164035,chr4:100395341-100880126:-,7,8.5,,,,,,
133396,IL31RA,ENSG00000164509,chr5:55851379-55922853:+,7,8.5,,,,,,
9032,TM4SF5,ENSG00000142484,chr17:4771884-4783213:+,7,8.5,,,,,,
114,ADCY8,ENSG00000155897,chr8:130780301-131042426:-,7,8.5,,,,,1,
53905,DUOX1,ENSG00000137857,chr15:45129933-45165576:+,7,8.5,,,,,1,
23428,SLC7A8,ENSG00000092068,chr14:23125295-23183674:-,7,8.5,,,,,,1
28316,CDH20,ENSG00000101542,chr18:61333582-61555773:+,7,8.5,,,,,,
108,ADCY2,ENSG00000078295,chr5:7396208-7830081:+,7,8.5,,,,,1,
54900,LAX1,ENSG00000122188,chr1:203765176-203776233:+,7,8.5,,,,,,
57453,DSCAML1,ENSG00000177103,chr11:117427773-117817525:-,7,8.5,,,,,,
111,ADCY5,ENSG00000173175,chr3:123282296-123449758:-,7,8.5,,,,,1,
6547,SLC8A3,ENSG00000100678,chr14:70044217-70189070:-,7,8.5,,,,,,1
6540,SLC6A13,ENSG00000010379,chr12:220621-262873:-,7,8.5,,,,,,1
57348,TTYH1,ENSG00000167614,chr19:54415219-54436900:+,7,8.5,,,1,,,
56128,PCDHB8,ENSG00000120322,chr5:141177790-141180529:+,7,8.5,,,,,,
56127,PCDHB9,ENSG00000177839,chr5:141187127-141191541:+,7,8.5,,,,,,
84889,SLC7A3,ENSG00000165349,chrX:70925582-70931125:-,7,8.5,,,,,,1
1014,CDH16,ENSG00000166589,chr16:66908122-66918984:-,7,8.5,,,,,,
23554,TSPAN12,ENSG00000106025,chr7:120787320-120858402:-,7,8.5,,,,,,
645369,TMEM200C,ENSG00000206432,chr18:5882072-5895955:-,7,8.5,,,,,,
9407,TMPRSS11D,ENSG00000153802,chr4:67820876-67884032:-,7,8.5,,,,,1,
57717,PCDHB16,ENSG00000272674,chr5:141181399-141186399:+,7,8.5,,,,,,
51310,SLC22A17,ENSG00000092096,chr14:23346306-23352912:-,7,8.5,,,,,,1
123041,SLC24A4,ENSG00000140090,chr14:92322581-92501483:+,7,8.5,,,,,,1
56129,PCDHB7,ENSG00000113212,chr5:141172619-141176383:+,7,8.5,,,,,,
79905,TMC7,ENSG00000170537,chr16:18983934-19063942:+,7,8.5,,,1,,,
54825,CDHR2,ENSG00000074276,chr5:176542511-176595974:+,7,8.5,,,,,,
2905,GRIN2C,ENSG00000161509,chr17:74842023-74861504:-,7,8.5,,,1,,,
3761,KCNJ4,ENSG00000168135,chr22:38426327-38455199:-,7,8.5,,,1,,,
11182,SLC2A6,ENSG00000160326,chr9:133471095-133479137:-,7,8.5,,,,,,1
64849,SLC13A3,ENSG00000158296,chr20:46557823-46684467:-,7,8.5,,,,,,1
9071,CLDN10,ENSG00000134873,chr13:95433604-95579759:+,7,8.5,,,,,,
10864,SLC22A7,ENSG00000137204,chr6:43295694-43305538:+,7,8.5,,,,,,1
261729,STEAP2,ENSG00000157214,chr7:90167590-90238137:+,7,8.5,,,,,1,
81693,AMN,ENSG00000166126,chr14:102922656-102933596:+,7,8.5,,,,,,
149461,CLDN19,ENSG00000164007,chr1:42733093-42740254:-,7,8.5,,,,,,
8807,IL18RAP,ENSG00000115607,chr2:102418689-102452565:+,7,8.5,,,,,,
3768,KCNJ12,ENSG00000184185,chr17:21376197-21419872:+,7,8.5,,,1,,,
3760,KCNJ3,ENSG00000162989,chr2:154698299-154858352:+,7,8.5,,,1,,,
154091,SLC2A12,ENSG00000146411,chr6:133988697-134052636:-,7,8.5,,,,,,1
56126,PCDHB10,ENSG00000120324,chr5:141187319-141195642:+,7,8.5,,,,,,
56123,PCDHB13,ENSG00000187372,chr5:141213919-141218979:+,7,8.5,,,,,,
100288413,ERVMER34-1,ENSG00000226887,chr4:52722618-52751640:-,7,8.5,,,,,,
151556,GPR155,ENSG00000163328,chr2:174431571-174487094:-,7,8.5,,,,,,
6005,RHAG,ENSG00000112077,chr6:49605158-49636839:-,7,8.5,,,,,,
148281,SYT6,ENSG00000134207,chr1:114089291-114153919:-,7,8.5,,,,,,
6568,SLC17A1,ENSG00000124568,chr6:25782897-25832059:-,7,8.5,,,,,,1
3792,KEL,ENSG00000197993,chr7:142941114-142962681:-,7,8.5,,,,,1,
394263,MUC21,ENSG00000204544,chr6:30983718-30989903:+,7,8.5,,,,,,
23539,SLC16A8,ENSG00000100156,chr22:38078134-38084093:-,7,8.5,,,,,,1
729993,SHISA9,ENSG00000237515,chr16:12901620-13240413:+,7,8.5,,,,,,
56122,PCDHB14,ENSG00000120327,chr5:141222932-141227759:+,7,8.5,,,,,,
60401,EDA2R,ENSG00000131080,chrX:66595637-66639298:-,7,8.5,,,,,,
54346,UNC93A,ENSG00000112494,chr6:167271169-167316019:+,7,8.5,,,,,,
51294,PCDH12,ENSG00000113555,chr5:141943585-141969741:-,7,8.5,,,,,,
254887,ZDHHC23,ENSG00000184307,chr3:113947901-113965401:+,7,8.5,,,,,1,
57282,SLC4A10,ENSG00000144290,chr2:161424332-161985282:+,7,8.5,,,,,,1
55879,GABRQ,ENSG00000268089,chrX:152638183-152657534:+,7,8.5,,,1,,,
284656,EPHA10,ENSG00000183317,chr1:37713880-37765133:-,7,8.5,,,,1,,
123264,SLC51B,ENSG00000186198,chr15:65045370-65053396:+,7,8.5,,,,,,1
3581,IL9R,ENSG00000124334,chrX:155997581-156010817:+,7,8.5,,,,,,
56134,PCDHAC2,ENSG00000243232,chr5:140966235-141012344:+,7,8.5,,,,,,
29986,SLC39A2,ENSG00000165794,chr14:20999255-21001871:+,7,8.5,,,,,,1
56121,PCDHB15,ENSG00000113248,chr5:141245349-141249365:+,7,8.5,,,,,,
349149,GJC3,ENSG00000176402,chr7:99923269-99929620:-,7,8.5,,,,,,
89858,SIGLEC12,ENSG00000254521,chr19:51491357-51501789:-,7,8.5,,,,,,
50852,TRAT1,ENSG00000163519,chr3:108822698-108855005:+,7,8.5,,,,,,
345274,SLC10A6,ENSG00000145283,chr4:86823468-86849263:-,7,8.5,,,,,,1
859,CAV3,ENSG00000182533,chr3:8733800-8841808:+,7,8.5,,,,,,
55065,SLC52A1,ENSG00000132517,chr17:5032600-5052009:-,7,8.5,,,,,,1
10266,RAMP2,ENSG00000131477,chr17:42758447-42763041:+,7,8.5,,,,,,
54762,GRAMD1C,ENSG00000178075,chr3:113828182-113947174:+,7,8.5,,,,,,
84466,MEGF10,ENSG00000145794,chr5:127290831-127465737:+,7,8.5,,,,,,
266675,BEST4,ENSG00000142959,chr1:44783585-44787705:-,7,8.5,,,1,,,
116444,GRIN3B,ENSG00000116032,chr19:1000419-1009732:+,7,8.5,,,1,,,
23630,KCNE5,ENSG00000176076,chrX:109623700-109625172:-,7,8.5,,,,,,
26167,PCDHB5,ENSG00000113209,chr5:141135218-141138625:+,7,8.5,,,,,,
400451,FAM174B,ENSG00000185442,chr15:92617443-92809884:-,7,8.5,,,,,,
169522,KCNV2,ENSG00000168263,chr9:2717502-2730037:+,7,8.5,,,1,,,
53919,SLCO1C1,ENSG00000139155,chr12:20695355-20753386:+,7,8.5,,,,,,1
66000,TMEM108,ENSG00000144868,chr3:133038391-133397792:+,7,8.5,,,,,,
90313,TP53I13,ENSG00000167543,chr17:29566052-29573157:+,7,8.5,,,,,,
124842,TMEM132E,ENSG00000181291,chr17:34580749-34639318:+,7,8.5,,,,,,
22829,NLGN4Y,ENSG00000165246,chrY:14522638-14845650:+,7,8.5,,,,,1,
388931,MFSD2B,ENSG00000205639,chr2:24010081-24063321:+,7,8.5,,,,,,
10368,CACNG3,ENSG00000006116,chr16:24255553-24362801:+,7,8.5,,,1,,,
9772,KIAA0195,ENSG00000177728,chr17:75441159-75500090:+,7,8.5,,,,,,
2703,GJA8,ENSG00000121634,chr1:147907956-147909257:+,7,8.5,,,,,,
129303,TMEM150A,ENSG00000168890,chr2:85598548-85603196:-,7,8.5,,,,,,
3802,KIR2DL1,ENSG00000125498,chr19:54769811-54784322:+,7,8.5,,,,,,
56132,PCDHB3,ENSG00000113205,chr5:141100473-141152636:+,7,8.5,,,,,,
116369,SLC26A8,ENSG00000112053,chr6:35943514-36024868:-,7,8.5,,,,,,1
9376,SLC22A8,ENSG00000149452,chr11:62989154-63015839:-,7,8.5,,,,,,1
2570,GABRR2,ENSG00000111886,chr6:89257208-89315299:-,7,8.5,,,1,,,
2812,GP1BB,ENSG00000203618,chr22:19722945-19724771:+,7,8.5,,,,,,
284415,VSTM1,ENSG00000189068,chr19:54040825-54063953:-,7,8.5,,,,,,
7455,ZAN,ENSG00000146839,chr7:100733626-100797797:+,7,8.5,,,,,,
8973,CHRNA6,ENSG00000147434,chr8:42752620-42796392:-,7,8.5,,,1,,,
353174,ZACN,ENSG00000186919,chr17:76071961-76083666:+,7,8.5,,,1,,,
1146,CHRNG,ENSG00000196811,chr2:232539727-232546403:+,7,8.5,,,1,,,
116337,PANX3,ENSG00000154143,chr11:124611490-124620356:+,7,8.5,,,1,,,
2569,GABRR1,ENSG00000146276,chr6:89177501-89231278:-,7,8.5,,,1,,,
9152,SLC6A5,ENSG00000165970,chr11:20599400-20659285:+,7,8.5,,,,,,1
170572,HTR3C,ENSG00000178084,chr3:184053047-184060671:+,7,8.5,,,1,,,
27012,KCNV1,ENSG00000164794,chr8:109963645-109975847:-,7,8.5,,,1,,,
11141,IL1RAPL1,ENSG00000169306,chrX:28587399-29956723:+,7,8.5,,,,,,
338821,SLCO1B7,ENSG00000205754,chr12:21015696-21092745:+,7,8.5,,,,,,1
139411,PTCHD1,ENSG00000165186,chrX:23334015-23404372:+,7,8.5,,,,,,
147409,DSG4,ENSG00000175065,chr18:31376777-31414912:+,7,8.5,,,,,,
139760,GPR119,ENSG00000147262,chrX:130384440-130385447:-,7,8.5,,1,,,,
200959,GABRR3,ENSG00000183185,chr3:97986673-98035304:-,7,8.5,,,1,,,
100134444,KCNJ18,ENSG00000260458,chr17:21692523-21704612:+,7,8.5,,,1,,,
441509,GLRA4,ENSG00000188828,chrX:103707224-103728655:-,7,8.5,,,1,,,
284254,DYNAP,ENSG00000178690,chr18:54587757-54599493:+,7,8.5,,,,,,
53842,CLDN22,ENSG00000177300,chr4:183318194-183320774:-,7,8.5,,,,,,
56145,PCDHA3,ENSG00000255408,chr5:140801028-141012344:+,7,8.5,,,,,,
29930,PCDHB1,ENSG00000171815,chr5:141051135-141059344:+,7,8.5,,,,,,
440699,LRRC52,ENSG00000162763,chr1:165544007-165563961:+,7,8.5,,,1,,,
56137,PCDHA12,ENSG00000251664,chr5:140875302-141012344:+,7,8.5,,,,,,
219770,GJD4,ENSG00000177291,chr10:35605410-35608935:+,7,8.5,,,,,,
100431172,KLRF2,ENSG00000256797,chr12:9881489-9895833:+,7,8.5,,,,,,
389400,GFRAL,ENSG00000187871,chr6:55327469-55402493:+,7,8.5,,,,,,
285242,HTR3E,ENSG00000186038,chr3:184097064-184106995:+,7,8.5,,,1,,,
200909,HTR3D,ENSG00000186090,chr3:184031544-184039369:+,7,8.5,,,1,,,
3742,KCNA6,ENSG00000151079,chr12:4809176-4813412:+,7,8.5,,,1,,,
79346,OR4C5,ENSG00000176540,chr11:48365485-48366465:-,7,8.5,,1,,,,
56135,PCDHAC1,ENSG00000248383,chr5:140926369-141012344:+,7,8.5,,,,,,
282763,OR51B5,ENSG00000242180,chr11:5342586-5343524:-,7,8.5,,1,,,,
121364,OR10A7,ENSG00000179919,chr12:55221025-55221975:+,7,8.5,,1,,,,
5799,PTPRN2,ENSG00000155093,chr7:157539056-158587788:-,7,8,,,,,1,
6997,TDGF1,ENSG00000241186,chr3:46574555-46626543:+,7,8,,,,,,
100133941,CD24,ENSG00000272398,chr6:106969831-106975627:-,7,8,,,,,,
10673,TNFSF13B,ENSG00000102524,chr13:108251240-108308484:+,7,8,,,,,,
4855,NOTCH4,ENSG00000204301,chr6:32194843-32224067:-,7,8,,,,,,
1944,EFNA3,ENSG00000143590,chr1:155078872-155087538:+,7,8,,,,,,
22854,NTNG1,ENSG00000162631,chr1:107140007-107483458:+,7,8,,,,,,
5652,PRSS8,ENSG00000052344,chr16:31131433-31135762:-,7,8,,,,,1,
4974,OMG,ENSG00000126861,chr17:31272013-31297539:-,7,8,,,,,,
129293,TRABD2A,ENSG00000186854,chr2:84821650-84907008:-,7,8,,,,,1,
402665,IGLON5,ENSG00000142549,chr19:51311848-51330354:+,7,8,,,,,,
10004,NAALADL1,ENSG00000168060,chr11:65044818-65058549:-,7,8,,,,,1,
5359,PLSCR1,ENSG00000188313,chr3:146515180-146544864:-,7,8,Y,,,,1,
79867,TCTN2,ENSG00000168778,chr12:123671113-123708403:+,7,8,,,,,,
