UNIPROT	Entrez	symbol	GBM_GTEX.Y8DK.0011.R10A.SM.HAKY1	GBM_GTEX.UTHO.0011.R10A.SM.HAKY2	GBM_GTEX.R55F.0011.R10A.SM.HAKXY	GBM_GTEX.QVJO.0011.R10A.SM.HAKXV	GBM_GTEX.P44H.0011.R10A.SM.HAKXX	GBM_GTEX.RU72.0011.R10A.SM.HAKXS	GBM_GTEX.RN5K.0011.R10A.SM.HAKXU	GBM_GTEX.WVLH.0011.R10A.SM.HAKXZ	GBM_GTEX.Q2AG.0011.R10A.SM.HAKXT	GBM_GTEX.NPJ7.0011.R10A.SM.HAKXW
Q674X7	23254	KAZN	0.319809953	0.377934786	0.352072616	0.291726796	0.343089407	0.394749624	0.305491843	0.407148759	0.45990114	0.265530651
Q676U5	55054	ATG16L1	0.284876418	0.327448631	0.312619461	0.31400876	0.190926271	0.335653288	0.356713481	0.260832587	0.463119002	0.393107734
Q67FW5	146712	B3GNTL1	-0.040515417	0.068491692	0.367342936	-0.301604687	-0.488976358	-0.098387604	-0.159542971	0.096985004	-0.094107612	NA
Q684P5	23108	RAP1GAP2	1.131336618	0.88956952	1.006439682	0.819098508	0.878074956	1.254759773	1.005287832	1.212555384	0.912995861	0.897922325
Q68BL7	169611	OLFML2A	0.166278037	0.244117705	NA	1.119550064	-0.261054274	0.086690765	0.035947725	0.28386157	-0.160286308	-0.056624459
Q68BL8	25903	OLFML2B	-0.438458362	-0.538817289	-1.484731921	-0.171122892	-1.541932438	-0.46964727	-0.186020647	-2.160323748	-1.668324303	-1.644314084
Q68CL5	25941	TPGS2	-1.387421361	-1.559222724	-0.637959986	0.46147138	-1.948475072	-1.508759191	NA	0.798049691	0.664476098	0.501264786
Q68CP4	138050	HGSNAT	-0.03239185	0.185754343	-0.370951887	NA	-0.03434501	-0.645285828	-0.548585537	-0.146381045	-0.205646654	0.024624365
Q68CP9	196528	ARID2	-0.140821906	-0.256056754	-0.196849643	-0.310421155	-0.379811396	-0.35216247	-0.245513225	-0.144551049	-0.633022075	-0.367411324
Q68CQ4	27042	UTP25	-0.353155254	-0.427649455	-0.127323893	-0.409008209	-0.225233981	-0.464793959	-0.683997518	0.101472542	-0.211124353	-0.148749854
Q68CQ7	55830	GLT8D1	0.006751069	-0.469191745	-0.386830278	-0.510014241	NA	-0.101120825	-0.044200145	-0.638522559	0.144631695	0.059132677
Q68CR1	23231	SEL1L3	-0.988745462	-2.030625477	0.402703557	NA	-0.623803719	0.046545302	0.460099673	NA	-0.93638062	-1.007175081
Q68CZ1	23322	RPGRIP1L	0.188384854	NA	NA	-0.087421912	0.154144144	0.290377266	-0.010599384	0.273155527	-0.010790504	-0.329991449
Q68CZ2	64759	TNS3	-0.093028502	-0.400029013	-0.383381209	-0.465813657	-0.068353389	-0.144132562	-0.131090495	-0.111417002	-0.12953025	0.002038049
Q68CZ6	79441	HAUS3	-0.30761214	-0.285236017	-0.156639335	-0.205718118	-0.172053155	-0.13059602	-0.403582324	-0.175992305	-0.238388616	-0.332549922
Q68D10	144108	SPTY2D1	-0.327038843	-0.209038546	-0.259757368	-0.176611542	-0.45135995	0.03390964	-0.302152852	0.048629242	0.321299662	0.178586842
Q68D20	441194	PMS2CL	0.566271124	0.158931839	-0.231404594	0.420499574	0.087447498	0.019687109	-0.434187197	-0.072878275	-0.174825443	-0.048788096
Q68D91	153364	MBLAC2	0.80103337	0.733367103	0.894639174	0.826022029	0.852703433	0.989164467	1.031688304	0.779322823	0.790747118	0.779685167
Q68DC2	203286	ANKS6	0.204157277	-0.010922386	NA	-0.339345457	-0.070881549	-0.028226528	-0.036351963	-0.061783004	-0.226121885	-0.099352146
Q68DH5	92255	LMBRD2	0.545769401	0.601513651	0.431116634	0.6094012	0.543140191	0.483172082	0.380259945	0.4873503	0.648555372	0.659625988
Q68DK2	23503	ZFYVE26	-0.069723559	-0.130726128	-0.266908078	-0.220175909	0.044691037	-0.013100613	-0.037812386	-0.056399675	-0.117622684	-0.217118372
Q68DK7	339287	MSL1	-0.155902406	-0.127420625	0.076152705	0.047347316	0.241568689	0.07393105	-0.342933602	0.020571755	-0.282683171	0.22286441
Q68DQ2	131544	CRYBG3	-0.084484139	-0.067968736	-0.31447185	-0.231582271	-0.082650979	-0.025724764	-0.402429748	-0.209930967	-0.403452738	0.079719115
Q68DU8	57528	KCTD16	1.391924704	1.516293763	1.489087812	1.425725061	1.87208244	1.353571347	1.111503002	1.405516126	1.569821966	1.515626927
Q68E01	65123	INTS3	-0.113695763	-0.233961196	-0.370755361	-0.400570895	-0.283380533	-0.25695102	-0.312149996	-0.159007457	-0.357366955	-0.347826959
Q68EM7	55114	ARHGAP17	-0.453944623	-0.361490077	-0.488835424	-0.909790525	-0.194637292	-0.146528938	-0.238661207	-0.7782989	-0.678057324	-0.380431537
Q69YL0	152217	NCBP2AS2	0.225382811	0.370526895	0.054836914	-0.03136477	NA	0.095292083	0.122414889	0.472047031	0.607747699	0.33789449
Q69YN2	55280	CWF19L1	0.015586412	0.029732762	-0.22892962	-0.247475412	0.091877966	-0.166539541	-0.045493473	-0.067892706	-0.175528476	0.138603572
Q69YN4	25962	VIRMA	-0.137645012	-0.168587283	-0.274259661	-0.211885168	-0.203926282	-0.321818072	-0.149086045	-0.25701839	-0.24471615	-0.114094217
Q69YQ0	23384	SPECC1L	0.086060632	-0.026605752	0.093941767	0.052830234	0.013312336	0.102030667	0.011802246	0.131639707	0.156195577	0.014376718
Q69YU3	284615	ANKRD34A	0.685765241	NA	0.771106925	0.680096745	0.765192638	1.303414775	0.799583333	0.553745592	1.158428035	NA
Q69YU5	728568	UQCC6	0.398139496	0.654230194	0.822280595	0.728121548	0.379435388	0.307740438	0.124933179	0.673427494	NA	NA
Q69YW2	375057	STUM	0.84617482	0.535085318	0.521216743	0.315404726	0.321128023	0.14648904	0.509093079	0.612329827	0.282378976	0.370175578
Q6AI08	63897	HEATR6	0.050253947	0.053394085	0.027089193	0.014250041	-0.028190555	-0.03412611	0.089599711	-0.185543332	-0.02623168	0.046693685
Q6AI12	91369	ANKRD40	-0.264394226	-0.339025495	0.105229411	-0.275340319	-0.010693308	0.020684144	0.050366172	0.048237667	-0.050048761	-0.125003383
Q6AI39	23506	BICRAL	0.585178963	0.168641747	0.151933671	0.110914633	0.084333741	0.286285572	0.26612929	0.298825568	0.572829858	0.223145035
Q6AWC2	80014	WWC2	0.218163233	0.272435182	0.306439856	0.184067164	0.308642035	0.219948898	0.107457739	0.101575922	0.273821971	0.023819024
Q6AZY7	51435	SCARA3	-0.626476135	-0.657912376	-0.481323271	-0.868583376	-0.703959009	-0.984363338	-0.819313605	-0.962299932	-0.985212805	-0.324129539
Q6AZZ1	55128	TRIM68	0.167370741	0.16429902	-0.042964701	-0.031577088	-0.012407409	-0.128375601	0.034255619	-0.078347178	-0.035742984	0.205350829
Q6B0K9	3042	HBM	-0.621942272	-0.612799478	-0.432712827	-0.327166375	-0.618884302	-0.431867092	-0.710498846	-0.738490437	-0.332093163	-0.585375529
Q6BCY4	51700	CYB5R2	0.611785402	0.756353578	0.544694831	0.389850397	0.629594193	0.924202541	1.215142231	0.436432076	0.203666799	0.400234921
Q6BDS2	54887	BLTP3A	0.359308441	0.477108684	0.316298632	0.272518223	0.408031916	0.3420259	0.4608581	0.387571689	0.369329635	0.240522123
Q6DD87	126208	ZNF787	-0.453417028	-0.250313149	-0.231093871	-0.581596929	-0.015614635	-0.590366372	-0.853732828	-0.606464022	-0.750049846	-0.777671597
Q6DD88	25923	ATL3	-0.773922837	-0.374665268	-0.396893946	-0.755701395	-1.023180053	-0.861742965	-0.841695866	-1.316824461	-0.838741085	-0.697757742
Q6DHV7	161823	ADAL	-0.177763036	-0.183712844	-0.15622982	-0.288772154	-0.183725217	0.237511424	-0.175506036	-0.160625142	-0.167428118	-0.158874727
Q6DKI1	285855	RPL7L1	0.117559031	-0.182947621	-0.897316859	-0.025955344	-0.471256134	-0.891928323	-0.54763983	-0.583480754	-0.596576573	-0.703409076
Q6DKJ4	64359	NXN	0.131970426	-0.113837164	-0.426684237	0.118029528	-0.091213845	-0.008678892	0.091171878	-0.045446953	-0.239860146	0.133874822
Q6DKK2	54902	TTC19	0.22966327	0.231906534	0.321462933	0.262080142	0.498152855	0.352496599	0.265059193	0.243868306	0.266822286	0.238355086
Q6DN14	79772	MCTP1	1.442211036	1.392929668	1.240957696	1.604915431	1.656618562	1.41230053	0.969370596	1.07435189	0.972278041	1.141288243
Q6DN90	9922	IQSEC1	1.010088315	0.939723581	0.98522049	0.988028804	0.934099408	0.995785987	1.115854111	0.906158192	0.924278821	0.904209698
Q6EEV4	81488	POLR2M	0.245806069	0.258803498	0.265480661	-0.303957873	0.014360683	0.258809834	0.158860296	0.263033513	0.291951562	0.035116593
Q6EMK4	114990	VASN	-0.180472359	-0.147516796	-0.30257016	0.101793003	-0.037781368	0.012039063	0.093664454	0.01676603	-0.13210026	0.008916676
Q6F5E8	146206	CARMIL2	0.829347034	1.298858412	1.149905282	1.000111326	1.584062864	1.042348298	1.128583097	1.64269421	1.299294073	0.973273183
Q6FHJ7	6424	SFRP4	NA	-2.266178906	-1.149573207	-0.85273907	-0.278166981	NA	-0.903977585	-0.780354489	NA	-1.25339416
Q6FI81	57019	CIAPIN1	0.062608888	0.022381241	0.128883269	0.025804546	0.068036708	0.095400547	-0.103686414	0.086371344	-0.030473907	-0.184687236
Q6FIF0	54469	ZFAND6	-0.154527058	-0.355292234	-0.539329124	-0.81182723	-0.115016405	-0.536133608	-1.423953431	-0.328024776	-0.303048923	0.012326499
Q6GMV2	10322	SMYD5	0.37340904	0.072867855	0.146658117	0.127889689	0.007070132	0.295507555	0.231715679	0.083568756	0.112171419	0.085249305
Q6GMV3	391356	PTRHD1	0.445555223	0.255285928	0.440983801	0.297171278	0.552786382	0.527416726	1.164561146	0.565585982	0.430622586	0.403648027
Q6GPH4	54739	XAF1	-0.580647531	-0.215347909	-0.161424481	-0.987310307	-1.526866176	-0.502384314	-0.448136064	-0.261046257	-0.788598592	-0.323109694
Q6GQQ9	56957	OTUD7B	0.115771374	0.087613971	0.166255449	-0.075785345	0.263910399	0.265423281	0.381265754	0.106005018	0.03638638	0.129513025
Q6GTX8	3903	LAIR1	-0.715114815	-1.684591973	-1.218582209	-0.666053099	-0.888581179	-1.118523328	-1.074511015	-1.172819262	-1.132840201	-1.107487644
Q6GYQ0	253959	RALGAPA1	0.48706975	0.450748428	0.497885316	0.457889808	0.477952102	0.512190727	0.487221128	0.503474531	0.488263498	0.372828474
Q6H8Q1	84448	ABLIM2	1.592957713	1.512733577	1.383085382	1.860415069	1.495578171	1.23793967	1.287949769	1.519215457	1.517181072	1.063514997
Q6I9Y2	80145	THOC7	-0.510543982	-0.055725796	-0.78437594	-0.761460836	-0.360816807	-0.503742798	-0.495923386	-0.84560625	-0.314073461	-0.360129425
Q6IA69	55191	NADSYN1	-0.420361332	-0.342694567	-0.101282841	-0.270103122	-0.045890028	-0.057263312	-0.047979109	-0.400151757	-0.181843729	-0.135786462
Q6IA86	55250	ELP2	0.008504955	-0.068598469	0.029856665	-0.157471845	-0.067986034	-0.070243469	0.02071633	-0.053112109	0.067840627	-0.105582172
Q6IAA8	55004	LAMTOR1	0.387572102	0.34315972	0.124963317	0.080100085	-0.126620963	0.045176271	0.175161264	0.169582992	0.272319839	0.086796682
Q6IAN0	25979	DHRS7B	0.064502981	-0.115445365	0.150354684	0.105560789	-0.027708891	0.07632163	-0.183304339	0.084843113	0.062076765	0.104117166
Q6IBS0	11344	TWF2	0.254770566	0.292134485	0.200762157	0.072969687	0.328432786	0.385442298	0.030418281	0.244759757	0.227374167	0.055952789
Q6IBW4	29781	NCAPH2	-0.129995487	-0.257768196	-0.228215913	-0.270963033	-0.124060112	-0.07332801	-0.645427384	-0.102691763	-0.151443109	-0.242466701
Q6IC98	23151	GRAMD4	0.154650117	0.003519714	0.030427523	-0.049143649	0.037115295	0.136830354	-0.072305259	0.149172936	0.111620592	0.056673915
Q6ICB0	27351	DESI1	0.263291347	0.21693026	0.283048856	0.153930243	-0.144244638	0.379768297	0.210934278	0.191512689	-0.088338034	0.444163247
Q6ICG6	23313	KIAA0930	0.298820028	0.313965022	0.38316398	0.120968127	0.318971848	0.368504377	0.378651002	0.411095157	0.269340155	0.23607841
Q6ICH7	57168	ASPHD2	0.668575473	1.522659558	1.516524639	1.011914135	1.072903119	0.793327	0.773881162	0.833021057	0.951227674	0.943455228
Q6ICL3	128989	TANGO2	0.087744132	0.160035101	0.122811728	0.171016452	0.07721469	0.318000052	0.367558649	0.174338562	0.258198626	0.109681433
Q6IEE7	124842	TMEM132E	0.199135715	0.207455684	0.151803151	0.16794818	0.145276518	-0.051808729	0.189954279	0.238355777	0.14045084	0.270745429
Q6IEG0	154007	SNRNP48	0.020515145	-0.118440848	0.129561114	-0.026295474	0.06461608	-0.216720435	-0.135541537	-0.348419235	-0.282319669	-0.137704468
Q6IMN6	65981	CAPRIN2	0.561748807	0.571159293	0.467215062	0.635456358	0.405759626	0.336419614	0.470834116	0.68083746	0.626877356	0.297730876
Q6IN84	79922	MRM1	0.24982415	0.348285964	0.308545172	0.124312997	0.313483621	0.054217089	-0.040917549	0.390473894	0.467996131	0.155027743
Q6IN85	55671	PPP4R3A	-0.404650522	-0.296322405	-0.515220774	-0.399032615	-0.144547568	-0.412799729	-0.252062516	-0.339513307	-0.122662547	-0.378874439
Q6IPM2	23288	IQCE	-0.161878533	-0.084801874	0.267846315	0.087218704	0.232990741	0.298628657	0.106956034	-0.451958016	-0.268740715	-1.145430422
Q6IPR1	144363	ETFRF1	-0.003958929	0.054722563	0.232676381	0.210031741	0.12529838	0.118794714	0.229141039	0.212078596	-0.058346991	0.020624758
Q6IPR3	127253	TYW3	-0.240350229	-0.078511094	-0.248812457	0.499455312	-0.193583473	-0.009654428	0.224141064	-0.158495809	-0.133607867	-0.005317844
Q6IPX3	158931	TCEAL6	1.243835007	1.607493261	1.014962056	1.353789384	1.157618692	1.246370438	1.640462929	1.084013171	0.76452423	1.613703775
Q6IQ16	339745	SPOPL	-0.01796681	-0.114460059	NA	-0.417482498	-0.501274103	-0.271586642	0.092015112	0.020338424	0.047883668	NA
Q6IQ19	126731	CCSAP	0.657016763	0.694046706	0.638800362	0.611451074	0.548075378	0.770215848	0.326429956	0.673752726	0.758564629	0.488428769
Q6IQ20	222236	NAPEPLD	0.71287623	0.599349453	0.780652578	0.614176132	0.756462208	1.03857108	1.221736236	0.83688399	0.556742224	0.818583759
Q6IQ22	201475	RAB12	0.360588143	0.310686031	0.342292865	0.347618207	0.253262701	0.432401402	0.323804664	0.374315752	0.372692633	0.326933996
Q6IQ23	144100	PLEKHA7	0.05172937	-0.312692527	0.040696957	-0.037786948	0.193404206	-0.286635877	0.501792611	-0.073667328	0.233412435	0.296243987
Q6IQ26	23258	DENND5A	0.069029002	0.082918893	-0.082280463	-0.05393448	-0.164451005	-0.127508775	-0.094035714	-0.152918024	-0.396423922	-0.077543853
Q6IQ32	22850	ADNP2	-0.118529322	0.365143265	0.163023137	-0.651219771	0.132586642	NA	NA	0.4122789	0.554513944	NA
Q6IQ49	163859	SDE2	-0.494541421	-0.540559635	-0.316882101	-0.387206678	-0.600388299	-0.082220858	-0.894703452	-0.433154511	-0.560708708	-0.686353883
Q6IQ55	146057	TTBK2	0.532253135	0.856602491	0.852297023	1.070534143	2.585323227	0.469443155	NA	0.724914812	1.611439188	2.055251652
Q6IS24	64409	GALNT17	0.294176285	0.753436764	0.554772266	0.754213222	0.733273268	NA	0.320617736	0.739588529	0.502204225	0.506683224
Q6JBY9	92241	RCSD1	0.082834186	-0.314240103	-0.281658324	-0.315210056	-0.296246509	-0.144272657	-0.293681023	-0.207008928	-0.257930928	-0.352854621
Q6JQN1	80724	ACAD10	-0.067766398	0.124432823	0.035621342	0.094071721	0.083505476	0.032699883	-0.082547309	0.040356856	0.253235283	-0.155258634
Q6KC79	25836	NIPBL	-0.383035905	-0.343133179	-0.363457822	-0.541591832	-0.406777782	-0.298145444	-0.47055232	-0.316156913	-0.361067726	-0.283128484
Q6KCM7	114789	SLC25A25	0.557532463	0.525090416	0.529028148	0.624604663	0.399218012	0.438237332	0.399674129	0.491618821	0.524828379	0.560350272
Q6L8Q7	201626	PDE12	0.12344025	0.177741585	0.205322861	0.275451244	0.156842139	0.177305089	0.200799723	0.157427366	0.167304158	0.29286129
Q6MZP7	132660	LIN54	-0.170254584	0.408874742	-0.161558224	-0.18093385	-0.025915793	-0.147347654	-0.075747616	0.11192738	-0.010905564	-0.233394271
Q6MZQ0	79899	PRR5L	-0.181022253	-0.424607769	NA	-0.495580886	-0.389893407	-0.281880082	-0.214112127	0.109928784	NA	NA
Q6MZT1	401190	RGS7BP	0.726491517	1.716629329	1.288281401	1.249530366	2.302801697	0.895292622	1.210427103	1.818096392	0.829092019	1.212438286
Q6N022	26011	TENM4	0.253628448	0.359268909	0.166721401	0.182710502	0.219155274	0.283823108	0.191055651	0.248613932	0.274102741	0.204720483
Q6N043	54816	ZNF280D	0.145177515	0.207824794	0.089557282	-0.091766954	-0.043998291	0.134625152	-0.011624979	0.319857602	0.158070855	0.536583168
Q6N063	79676	OGFOD2	-0.498805277	-0.383974884	-0.129324468	-0.094376358	-0.705281911	-0.104160469	-0.253390346	-0.222534302	0.003531783	-0.192829425
Q6N069	79612	NAA16	-0.210172177	-0.156359173	-0.25771403	0.031757868	-0.311305559	-0.448600818	-0.232512705	-0.19725738	-0.033254862	-0.042571935
Q6N075	84975	MFSD5	0.169292315	0.128146633	0.092202771	-0.573533732	-0.335035878	NA	0.36106288	0.036192267	-0.085428722	NA
Q6NS38	121642	ALKBH2	-0.837955712	-0.190873574	-0.441992352	-0.766502475	NA	0.260080489	0.098016486	-1.720936409	-0.269823924	0.299418216
Q6NSI4	55086	RADX	-0.808012847	-1.206442143	-1.744244212	-1.202717171	-0.224648143	-0.406361737	-1.395454536	0.373791016	-0.347425557	-0.413562064
Q6NSI8	84542	SANBR	0.497527059	0.603896929	0.642015654	0.516876652	0.550763727	0.574225378	0.749592933	0.699080099	0.357848776	0.475389182
Q6NSJ0	57462	MYORG	0.231846058	0.238574153	0.009823214	0.159986936	0.237922744	0.370853722	0.120998038	0.146854483	0.115909721	-0.149161979
Q6NT76	79618	HMBOX1	0.004984103	-0.061865211	0.192722257	0.183192162	-0.204370236	0.260203846	0.307747321	0.084615274	0.46885384	0.017663794
Q6NTE8	51149	MRNIP	0.055578324	-0.022037198	0.321913125	-0.0342748	0.271570492	-0.01322477	0.295600487	0.098112606	0.393959553	0.147687006
Q6NTF9	57414	RHBDD2	0.354839925	0.414103456	0.540692711	0.157894718	0.53455042	0.518811402	0.082934869	0.52829008	0.194785553	0.26421025
Q6NUI6	150356	CHADL	0.25489142	0.146605731	0.226395134	0.250798104	0.11888463	0.493794027	0.343886756	0.167862341	0.195392225	0.161031053
Q6NUK1	29957	SLC25A24	0.190969	0.13760529	0.164112699	0.24959652	0.023694905	0.080341059	0.180679729	0.233600164	0.230813213	0.042373
Q6NUK4	221035	REEP3	-1.342422263	-0.54027513	-0.599470477	-0.667739057	-0.916066237	0.104692651	-0.373684248	-0.572530804	-0.171762891	-0.396367836
Q6NUM9	54884	RETSAT	-0.136675388	-0.453046551	-0.381305533	-0.353070391	-0.666696369	-0.269747774	-0.938287889	-0.087689657	-0.270850652	-0.490407206
Q6NUP7	57718	PPP4R4	0.773571851	0.496202873	0.86758709	0.631791588	0.867025282	1.592675926	0.97166368	0.672746679	0.402004992	0.577438564
Q6NUQ1	60561	RINT1	0.003694326	9.61E-05	-0.040826072	-0.048364787	-0.16386527	-0.016398167	-0.101963514	-0.003203424	0.007250598	-0.067972734
Q6NUQ4	54867	TMEM214	-0.515419184	-0.130216895	-0.592665444	-0.564606257	-0.274221647	-0.261648506	-0.353543234	-0.119542594	-0.131439982	-0.467499921
Q6NUS6	26123	TCTN3	0.46249393	-0.141095804	0.075787881	0.439725786	-0.468362768	-0.134413916	-0.202995372	NA	-0.074671759	-0.118534499
Q6NV74	343990	CRACDL	1.009254377	0.958391254	0.907514921	1.054277221	1.105056355	1.357374598	0.994264009	1.19943477	1.048500401	0.981086134
Q6NVU6	402682	UFSP1	0.544417005	0.079643057	-0.18211587	-0.024390937	-0.637562317	-0.630876662	-0.098321881	-0.030928037	0.192460714	-0.499018636
Q6NVV7	150383	CDPF1	-0.46848255	0.253517375	-0.136288296	NA	-0.226452996	-1.320299478	-0.194758106	-2.117852892	-0.561075167	-0.825639164
Q6NVY1	26275	HIBCH	0.353861318	0.151024301	0.193467073	0.237394715	0.046817983	0.059106876	0.090954746	0.370477906	0.321153283	0.261747775
Q6NW29	201965	RWDD4	-0.424343588	-0.491537703	0.241285515	0.4461697	-0.356780896	0.24106367	-0.135940544	0.095413274	-0.567625897	0.051067399
Q6NW34	25871	NEPRO	0.040750792	-0.330623223	-0.033412216	-0.595628212	-0.139336278	0.058616152	-0.023680951	-0.199188008	0.117272615	NA
Q6NW40	285704	RGMB	0.481211909	0.339348865	0.489127673	0.14233771	0.643423702	0.58070066	0.568921031	0.706348902	0.320232718	0.565975275
Q6NWY9	25766	PRPF40B	0.147433663	0.230602019	0.206283381	0.070152782	0.283054777	0.249880992	0.175937565	0.149058252	0.050350852	0.180540466
Q6NXE6	93436	ARMC6	0.16206892	0.183702015	0.133042055	0.003111735	0.066017526	0.029016284	-0.10858252	0.066923052	0.085717839	-0.127430574
Q6NXR4	80185	TTI2	-0.255922272	-0.151502135	-0.300808529	-0.187000218	-0.069858974	-0.326128523	-0.570179488	-0.124893396	0.063751827	-0.586505003
Q6NXT1	129138	ANKRD54	0.047406162	0.066287733	0.010407828	0.046856309	-0.073862403	0.068593792	-0.006766637	0.081549038	0.053083826	0.166694189
Q6NXT2	440093	H3-5	-1.203880909	-1.3204511	-1.96586446	-3.113687204	-2.541188039	-1.961902376	0.263019613	-2.216359829	-3.491269035	-2.117694851
Q6NXT4	55676	SLC30A6	-0.530406612	0.105732076	-0.083806859	-0.041478315	0.078310383	0.062670679	-0.317141537	-0.140266285	-0.579827616	-0.616839674
Q6NXT6	202018	TAPT1	0.242099189	0.169858809	0.160075452	0.269363121	0.044105351	0.146839523	0.082376596	0.109715101	0.143285216	0.162539422
Q6NY19	256949	KANK3	0.337535321	0.311149732	0.258261942	0.533437631	0.387958322	0.244020646	0.53672347	0.060925632	0.340968911	0.587894674
Q6NYC1	23210	JMJD6	0.028978501	0.011415175	0.082337405	-0.165083241	-0.021023515	-0.09778469	-0.146209103	-0.189640793	-0.176271773	0.119658624
Q6NYC8	170954	PPP1R18	-1.455241646	-1.204992168	-1.238863157	-1.067420335	-1.439394845	-1.281399849	-1.700901887	-1.137565305	-1.692179972	-1.861342236
Q6NZI2	284119	CAVIN1	0.410908433	-0.03039065	-0.206541593	0.229954915	-0.301766083	-0.077436398	0.075462269	-0.376196683	0.004310788	0.273838152
Q6NZY4	55596	ZCCHC8	-0.949611213	-0.611036149	-0.501611328	-0.51489321	-0.427231034	-0.362534575	-0.217744354	-0.27097546	-0.201186162	-0.301136625
Q6NZY7	148170	CDC42EP5	0.0086159	0.093868827	0.055193494	0.214733808	0.058023842	0.007111459	NA	0.245035732	NA	0.297153256
Q6P0N0	55320	MIS18BP1	-0.879452958	-0.100519674	-0.020647122	-0.096823554	NA	0.437910024	-0.34337728	-0.226001391	0.175056941	-0.004491455
Q6P0Q8	23139	MAST2	-0.044622134	0.387799162	NA	-0.079128852	0.325062981	0.049247511	0.417403164	0.1138482	NA	NA
Q6P158	90957	DHX57	-0.158386282	-0.154008832	-0.083174989	-0.198388127	-0.179091271	-0.262847048	-0.173876382	-0.048699046	0.032798593	-0.193219443
Q6P161	116541	MRPL54	0.307260703	0.137835352	0.2682338	-0.326380855	0.101991706	0.126388084	0.057029417	0.308594416	0.234401012	0.23823354
Q6P179	64167	ERAP2	-0.427612109	-0.741570996	-0.862401622	-0.604958262	-1.127339457	-1.382262465	-0.865968572	-0.797738372	-0.808543605	-1.093339887
Q6P1A2	10162	LPCAT3	-1.498718544	-1.095983127	-1.364552798	-1.17594771	-0.583820354	-1.012648898	-1.549490803	-1.060636208	-1.03859802	-0.925481544
Q6P1J9	79577	CDC73	-0.940172776	-0.56076781	-0.528216905	-0.725782067	-0.628711066	-0.619843975	-0.514210768	-0.704412982	-0.695108083	-0.772399391
Q6P1K2	100527963	PMF1-BGLAP	-0.424583469	-1.066289033	-0.973028943	-0.301243702	-0.708927008	-0.249433173	-0.45536004	-0.199902098	-0.371329096	-0.882811639
Q6P1L5	150864	FAM117B	0.378954744	0.352324098	0.352247375	0.305014348	0.571199236	0.516400028	0.512469245	0.498064678	0.547036238	1.012621033
Q6P1L8	64928	MRPL14	0.259548636	0.248644774	0.283998167	0.256533839	0.187471125	-0.011667515	-0.064596653	0.231168559	0.281675717	0.13353066
Q6P1M0	10999	SLC27A4	0.602525582	0.257197016	0.625811076	0.57480754	0.529163062	0.542622251	0.351047899	0.592362146	0.548304416	0.462104674
Q6P1M3	3993	LLGL2	0.164020736	0.113764173	0.716270968	0.271906791	0.385784203	0.560093323	0.851289473	0.545821921	0.181328034	0.764945498
Q6P1M9	64860	ARMCX5	0.003594016	0.145274167	0.23305674	0.203735862	0.279456772	0.175998916	0.186282991	0.049496602	-0.239237926	-0.078072903
Q6P1N0	54862	CC2D1A	0.095877486	0.087502441	0.090693691	0.047798941	0.015920035	0.126167145	-0.014494866	0.029652345	0.093835564	0.034199147
Q6P1N9	83940	TATDN1	0.119262572	0.034257969	0.136726678	0.0754221	0.133680152	0.190616106	0.049443932	0.235814956	0.177541028	0.161785686
Q6P1Q0	25875	LETMD1	0.615011481	0.657592856	0.66784997	0.695579272	0.619453303	0.738435171	0.566066945	0.765452183	0.708760616	0.731356649
Q6P1Q9	55798	METTL2B	-0.73514773	-0.510628612	-1.424403594	-0.678509962	-0.730815727	-0.728542682	-1.588185589	-1.207210501	-1.234832073	-1.419057794
Q6P1R3	79684	MSANTD2	0.840361676	0.035290014	0.319338152	NA	0.032090184	-0.251492482	0.483878034	NA	-0.135420415	-0.081591236
Q6P1R4	64118	DUS1L	0.145410464	-0.080030977	0.243566495	0.441304744	NA	NA	0.51370832	0.110030681	NA	0.189429748
Q6P1S2	285315	C3orf33	0.914613907	0.50559698	0.608056642	0.971072252	0.747416679	0.69578168	0.429860596	NA	0.593302751	NA
Q6P1X5	6873	TAF2	-0.272799369	-0.110843873	-0.290673875	-0.309176925	-0.50873366	-0.309606377	-0.247119447	-0.202821714	-0.165243483	0.089858969
Q6P1X6	414919	C8orf82	0.228353796	0.208808069	0.314058701	0.279570847	0.051155348	0.088416222	0.130448434	0.313935186	0.229990016	0.221642181
Q6P2C8	9442	MED27	-0.244281353	-0.296474562	-0.291005178	-0.100030811	0.162263945	-0.202581499	-0.49649918	0.05059918	0.024501647	-0.086506147
Q6P2E9	23644	EDC4	-0.059433619	-0.114090671	-0.021595342	0.100746651	0.127653371	-0.018722033	-0.079941193	-0.034143597	-0.041472843	-0.009080116
Q6P2H3	64793	CEP85	0.088079405	-0.199733071	0.007876632	0.033103093	-1.691836101	NA	0.034362447	-0.050299912	-0.454537324	-0.008971068
Q6P2H8	79639	TMEM53	0.230974084	0.105957384	0.021705544	0.350449482	0.323435659	0.493995456	0.048740052	NA	NA	NA
Q6P2I3	151313	FAHD2B	0.531794044	0.717544645	0.36859247	0.791338502	0.651562792	0.843173509	1.090942986	0.75876196	0.46779038	1.019641914
Q6P2M8	139728	PNCK	0.754398095	1.583505895	1.023267822	0.912966023	1.502198781	NA	1.079003502	0.537562594	NA	1.501500469
